rank,clean_rank,name,location,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,KPI_Global_Ranking_Score,KPI_Research_Impact_Score,KPI_Faculty_To_Student_Ratio,KPI_International_Student_Pct,KPI_Academic_Reputation_Score,KPI_Research_Productivity_Index,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
1201â€“1500,1201.0,Federal University of ViÃ§osa,Brazil,QS World University Rankings 2026,17866.0,9.7,16.2,19.6,0.1031,2.0,32.2,19.29,16.2,32.2,14.5,23.0,26.6,24.5
1201â€“1500,1201.0,Federico Santa MarÃ­a Technical University,Chile,QS World University Rankings 2026,22812.0,29.7,25.5,26.04,0.0337,3.0,12.3,22.92,25.5,12.3,10.8,36.2,32.3,56.9
1201â€“1500,1201.0,Feng Chia University,Taiwan,QS World University Rankings 2026,19770.0,23.3,25.5,22.86,0.0429,7.0,18.4,24.51,25.5,18.4,18.9,25.5,40.9,37.7
1201â€“1500,1201.0,Ferhat Abbas SÃ©tif University 1,Algeria,QS World University Rankings 2026,34779.0,22.8,16.2,33.76,0.0439,1.0,17.2,24.62,16.2,17.2,8.5,50.6,17.7,39.6
1201â€“1500,1201.0,University of La Frontera,Chile,QS World University Rankings 2026,12157.0,23.2,25.5,24.54,0.0431,1.0,17.6,21.02,25.5,17.6,12.3,32.7,22.8,51.3
1201â€“1500,1201.0,Universitas Gadjah Mada,Indonesia,QS World University Rankings 2026,39209.0,8.2,16.2,20.94,0.122,6.0,30.9,25.41,16.2,30.9,19.8,21.7,52.8,45.8
1201â€“1500,1201.0,Gazi University,Turkey,QS World University Rankings 2026,41736.0,17.0,16.2,27.22,0.0588,3.0,25.6,29.99,16.2,25.6,19.0,32.7,60.3,21.7
1201â€“1500,1201.0,University of GdaÅ„sk,Poland,QS World University Rankings 2026,18961.0,12.0,25.5,24.4,0.0833,2.0,23.6,21.44,25.5,23.6,14.8,30.8,21.7,35.1
1201â€“1500,1201.0,Gebze Technical University,Turkey,QS World University Rankings 2026,7234.0,24.5,16.2,28.08,0.0408,2.0,22.6,25.31,16.2,22.6,13.8,37.6,35.0,29.2
1201â€“1500,1201.0,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,QS World University Rankings 2026,9258.0,17.0,25.5,26.36,0.0588,13.0,17.8,20.91,25.5,17.8,11.3,36.4,16.8,36.1
1201â€“1500,1201.0,Georgia Southern University,United States,QS World University Rankings 2026,22852.0,18.0,57.25,30.56,0.0556,3.0,18.4,27.16,57.25,18.4,11.6,43.2,41.6,34.8
1201â€“1500,1201.0,German Jordanian University,Jordan,QS World University Rankings 2026,4255.0,12.8,25.5,28.92,0.0781,11.0,17.8,22.84,25.5,17.8,11.4,40.6,19.5,69.1
1201â€“1500,1201.0,Government College University Lahore,Pakistan,QS World University Rankings 2026,11709.0,17.6,30.45,26.92,0.0568,0.0,21.0,21.82,30.450000000000003,21.0,11.5,37.2,20.3,51.2
1201â€“1500,1201.0,University of Guilan,Iran,QS World University Rankings 2026,19023.0,34.3,30.45,34.72,0.0292,1.0,21.2,29.1,30.450000000000003,21.2,17.5,46.2,27.9,23.4
1201â€“1500,1201.0,Gunma University,Japan,QS World University Rankings 2026,6248.0,7.6,25.5,18.1,0.1316,4.0,28.6,22.96,25.5,28.6,14.2,20.7,57.4,26.7
1201â€“1500,1201.0,Guru Jambheshwar University of Science and Technology,India,QS World University Rankings 2026,6445.0,19.6,30.45,28.04,0.051,0.0,27.8,22.81,30.450000000000003,27.8,8.9,40.8,27.2,18.2
1201â€“1500,1201.0,Gyeongsang National University,"Korea, South",QS World University Rankings 2026,16536.0,12.5,43.6,26.76,0.08,2.0,26.2,30.17,43.6,26.2,18.0,32.6,65.1,26.7
1201â€“1500,1201.0,Hallym University,"Korea, South",QS World University Rankings 2026,8369.0,9.3,43.6,27.0,0.1075,4.0,25.2,30.12,43.6,25.2,19.8,31.8,60.6,23.4
1201â€“1500,1201.0,Halmstad University,Sweden,QS World University Rankings 2026,6048.0,20.0,59.5,30.84,0.05,6.0,15.0,26.65,59.5,15.0,16.8,40.2,27.9,66.7
1201â€“1500,1201.0,The Hashemite University,Jordan,QS World University Rankings 2026,17665.0,23.0,25.5,30.04,0.0435,7.0,13.2,25.12,25.5,13.2,14.2,40.6,25.4,53.1
1201â€“1500,1201.0,UniversitÃ© Hassan II de Casablanca,Morocco,QS World University Rankings 2026,125790.0,35.7,16.2,27.62,0.028,2.0,19.5,22.26,16.2,19.5,9.2,39.9,24.6,28.2
