rank,clean_rank,name,location,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,KPI_Global_Ranking_Score,KPI_Research_Impact_Score,KPI_Faculty_To_Student_Ratio,KPI_International_Student_Pct,KPI_Academic_Reputation_Score,KPI_Research_Productivity_Index,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
1201â€“1500,1201.0,Semnan University of Medical Sciences and Health Services,Iran,QS World University Rankings 2026,3537.0,7.9,30.45,31.92,0.1266,7.0,25.4,23.85,30.450000000000003,25.4,10.5,46.2,16.2,29.1
1201â€“1500,1201.0,Seoul National University of Science and Technology (SeoulTech),"Korea, South",QS World University Rankings 2026,8987.0,13.8,43.6,27.66,0.0725,9.0,28.0,27.46,43.6,28.0,20.1,32.7,39.8,30.6
1201â€“1500,1201.0,University of La Serena,Chile,QS World University Rankings 2026,8170.0,26.4,25.5,33.48,0.0379,1.0,12.3,24.63,25.5,12.3,9.9,49.2,16.4,50.4
1201â€“1500,1201.0,Shahid Bahonar University of Kerman,Iran,QS World University Rankings 2026,13458.0,22.1,30.45,30.56,0.0452,1.0,19.4,25.51,30.450000000000003,19.4,13.7,41.8,26.9,26.3
1201â€“1500,1201.0,Shahid Sadoughi University of Medical Sciences,Iran,QS World University Rankings 2026,6260.0,13.0,30.45,16.72,0.0769,2.0,39.1,15.2,30.450000000000003,39.1,10.6,20.8,17.5,20.6
1201â€“1500,1201.0,Shahjalal University of Science and Technology,Bangladesh,QS World University Rankings 2026,9585.0,17.8,30.45,29.4,0.0562,0.0,13.2,21.88,30.450000000000003,13.2,8.4,43.4,16.6,44.8
1201â€“1500,1201.0,University of Shanghai for Science and Technology,China,QS World University Rankings 2026,26472.0,10.5,43.6,28.84,0.0952,2.0,23.1,25.4,43.6,23.1,11.5,40.4,36.7,26.6
1201â€“1500,1201.0,Shibaura Institute of Technology,Japan,QS World University Rankings 2026,9001.0,29.7,25.5,21.42,0.0337,5.0,20.8,23.3,25.5,20.8,20.1,22.3,36.3,42.3
1201â€“1500,1201.0,Shiga University of Medical Science,Japan,QS World University Rankings 2026,1163.0,3.2,25.5,24.5,0.3125,4.0,31.5,27.11,25.5,31.5,12.8,32.3,62.7,24.5
1201â€“1500,1201.0,Showa University,Japan,QS World University Rankings 2026,3668.0,1.6,25.5,25.42,0.625,0.0,32.8,23.6,25.5,32.8,10.3,35.5,40.2,19.8
1201â€“1500,1201.0,Silesian University of Technology,Poland,QS World University Rankings 2026,17424.0,12.0,25.5,29.88,0.0833,4.0,21.8,26.32,25.5,21.8,15.6,39.4,31.5,26.6
1201â€“1500,1201.0,UniversitÃ© de Skikda,Algeria,QS World University Rankings 2026,32675.0,29.4,16.2,33.82,0.034,0.0,12.5,24.12,16.2,12.5,7.6,51.3,15.8,40.6
1201â€“1500,1201.0,Slovak University of Agriculture in Nitra,Slovakia,QS World University Rankings 2026,4550.0,11.9,25.5,21.32,0.084,5.0,23.6,18.52,25.5,23.6,12.2,27.4,18.9,48.5
1201â€“1500,1201.0,Sohag University,Egypt,QS World University Rankings 2026,64200.0,27.6,30.45,35.7,0.0362,0.0,12.5,25.97,30.450000000000003,12.5,9.0,53.5,18.3,48.8
1201â€“1500,1201.0,Soonchunhyang University,"Korea, South",QS World University Rankings 2026,10329.0,21.4,43.6,29.96,0.0467,6.0,19.8,31.48,43.6,19.8,25.4,33.0,48.2,35.0
1201â€“1500,1201.0,Soongsil University,"Korea, South",QS World University Rankings 2026,15808.0,18.6,43.6,21.06,0.0538,12.0,26.7,23.4,43.6,26.7,15.0,25.1,47.4,35.6
1201â€“1500,1201.0,UniversitÃ© Sorbonne Nouvelle,France,QS World University Rankings 2026,16357.0,23.7,43.6,18.6,0.0422,26.0,25.7,17.27,43.6,25.7,15.3,20.8,15.6,70.0
1201â€“1500,1201.0,University of Sousse,Tunisia,QS World University Rankings 2026,25887.0,13.7,25.5,22.96,0.073,2.0,30.3,19.04,25.5,30.3,10.3,31.4,19.3,40.1
1201â€“1500,1201.0,University of South China,China,QS World University Rankings 2026,28160.0,7.4,43.6,22.18,0.1351,2.0,26.8,21.24,43.6,26.8,13.9,27.7,30.6,22.3
1201â€“1500,1201.0,Southern Federal University,Russia,QS World University Rankings 2026,19181.0,11.3,16.2,18.56,0.0885,11.0,27.9,19.46,16.2,27.9,14.3,21.4,32.1,40.3
1201â€“1500,1201.0,South Valley University,Egypt,QS World University Rankings 2026,61914.0,33.0,30.45,35.66,0.0303,1.0,16.0,25.91,30.450000000000003,16.0,9.2,53.3,17.7,48.9
1201â€“1500,1201.0,Southwest Petroleum University,China,QS World University Rankings 2026,33002.0,15.9,43.6,29.02,0.0629,2.0,17.9,28.92,43.6,17.9,15.1,38.3,53.1,21.8
1201â€“1500,1201.0,University of Split,Croatia,QS World University Rankings 2026,19354.0,15.7,25.5,35.02,0.0637,2.0,17.9,27.6,25.5,17.9,13.9,49.1,23.1,36.0
1201â€“1500,1201.0,Sri Venkateswara University,India,QS World University Rankings 2026,7276.0,15.0,30.45,18.68,0.0667,0.0,36.8,17.05,30.450000000000003,36.8,11.3,23.6,20.9,31.5
1201â€“1500,1201.0,SRM Institute of Science and Technology,India,QS World University Rankings 2026,49683.0,15.5,30.45,35.56,0.0645,2.0,21.6,27.1,30.450000000000003,21.6,11.5,51.6,21.9,26.8
1201â€“1500,1201.0,Åžtefan cel Mare University of Suceava,Romania,QS World University Rankings 2026,8939.0,22.9,25.5,34.78,0.0437,14.0,15.6,26.28,25.5,15.6,13.0,49.3,16.8,36.9
1201â€“1500,1201.0,St Marianna University School of Medicine,Japan,QS World University Rankings 2026,821.0,0.8,25.5,30.6,1.25,1.0,27.6,26.08,25.5,27.6,9.9,44.4,37.3,20.1
1201â€“1500,1201.0,St Petersburg Electrotechnical University (LETI),Russia,QS World University Rankings 2026,8712.0,13.6,16.2,20.24,0.0735,20.0,22.6,21.82,16.2,22.6,16.4,22.8,37.6,41.7
1201â€“1500,1201.0,Universiti Sultan Zainal Abidin,Malaysia,QS World University Rankings 2026,12271.0,17.7,30.45,27.68,0.0565,7.0,24.1,21.64,30.450000000000003,24.1,11.3,38.6,16.5,47.0
1201â€“1500,1201.0,University of Sunderland,United Kingdom,QS World University Rankings 2026,13320.0,16.0,52.05,28.08,0.0625,42.0,18.2,25.34,52.05,18.2,9.9,40.2,42.1,71.6
1201â€“1500,1201.0,Suranaree University of Technology,Thailand,QS World University Rankings 2026,14265.0,26.2,25.5,24.98,0.0382,1.0,21.9,28.38,25.5,21.9,20.9,27.7,54.9,37.9
1201â€“1500,1201.0,Universitas Syiah Kuala,Indonesia,QS World University Rankings 2026,30701.0,20.4,16.2,34.66,0.049,0.0,14.0,25.65,16.2,14.0,9.4,51.5,19.5,25.8
1201â€“1500,1201.0,University of Talca,Chile,QS World University Rankings 2026,12510.0,15.5,25.5,24.38,0.0645,0.0,17.4,23.38,25.5,17.4,13.7,31.5,36.7,52.3
1201â€“1500,1201.0,Tamkang University,Taiwan,QS World University Rankings 2026,23600.0,22.5,25.5,25.54,0.0444,7.0,15.3,24.82,25.5,15.3,12.7,34.1,43.6,42.9
1201â€“1500,1201.0,University of TarapacÃ¡,Chile,QS World University Rankings 2026,10496.0,31.8,25.5,34.66,0.0314,4.0,12.4,28.2,25.5,12.4,19.0,45.1,19.4,59.0
1201â€“1500,1201.0,Taras Shevchenko National University of Kyiv,Ukraine,QS World University Rankings 2026,25937.0,10.6,25.5,17.36,0.0943,5.0,30.0,18.33,25.5,30.0,13.1,20.2,31.4,31.8
1201â€“1500,1201.0,Technical University of Cluj-Napoca,Romania,QS World University Rankings 2026,19065.0,20.5,25.5,28.86,0.0488,2.0,17.0,24.78,25.5,17.0,13.2,39.3,29.5,25.0
1201â€“1500,1201.0,Technical University of Crete,Greece,QS World University Rankings 2026,6935.0,33.2,32.62,34.68,0.0301,4.0,13.1,29.28,32.625,13.1,11.1,50.4,40.6,40.7
1201â€“1500,1201.0,Technical University of KoÅ¡ice,Slovakia,QS World University Rankings 2026,9573.0,13.1,25.5,24.96,0.0763,23.0,26.5,23.62,25.5,26.5,17.1,30.2,30.0,44.8
1201â€“1500,1201.0,University of Technology of CompiÃ¨gne,France,QS World University Rankings 2026,4170.0,15.6,43.6,18.94,0.0641,19.0,26.7,21.28,43.6,26.7,10.9,24.3,48.8,83.8
1201â€“1500,1201.0,Universiti Teknikal Malaysia Melaka,Malaysia,QS World University Rankings 2026,11730.0,16.1,30.45,24.12,0.0621,6.0,20.1,20.05,30.450000000000003,20.1,11.4,32.6,19.6,44.2
1201â€“1500,1201.0,Institut Teknologi Sepuluh Nopember,Indonesia,QS World University Rankings 2026,20658.0,7.1,16.2,19.56,0.1408,6.0,25.3,19.6,16.2,25.3,10.8,25.4,35.4,42.5
1201â€“1500,1201.0,University of Texas Rio Grande Valley,United States,QS World University Rankings 2026,28703.0,21.7,57.25,30.46,0.0461,2.0,17.9,22.64,57.25,17.9,8.5,45.1,17.4,46.1
1201â€“1500,1201.0,Tezpur University,India,QS World University Rankings 2026,4447.0,15.3,30.45,22.86,0.0654,1.0,31.3,22.48,30.450000000000003,31.3,15.3,27.9,33.8,18.4
1201â€“1500,1201.0,Thammasat University,Thailand,QS World University Rankings 2026,30488.0,11.4,25.5,23.06,0.0877,1.0,26.3,23.06,25.5,26.3,19.1,25.7,30.1,38.1
1201â€“1500,1201.0,Thiagarajar College of Engineering,India,QS World University Rankings 2026,4378.0,18.3,30.45,28.7,0.0546,0.0,18.7,22.14,30.450000000000003,18.7,8.9,41.9,20.2,18.0
1201â€“1500,1201.0,Toho University,Japan,QS World University Rankings 2026,5424.0,13.7,25.5,26.22,0.073,0.0,24.7,27.89,25.5,24.7,15.0,33.7,57.3,21.5
1201â€“1500,1201.0,Tokai University,Japan,QS World University Rankings 2026,28334.0,16.0,25.5,26.7,0.0625,4.0,18.3,25.67,25.5,18.3,12.0,36.5,46.0,30.4
1201â€“1500,1201.0,Tokushima University,Japan,QS World University Rankings 2026,7482.0,9.7,25.5,24.24,0.1031,2.0,29.2,32.78,25.5,29.2,24.0,24.4,81.6,26.4
1201â€“1500,1201.0,Tokyo University of Marine Science and Technology,Japan,QS World University Rankings 2026,2602.0,10.4,25.5,17.9,0.0962,8.0,31.3,20.96,25.5,31.3,15.2,19.7,43.1,44.4
1201â€“1500,1201.0,Tokyo University of Science,Japan,QS World University Rankings 2026,17662.0,24.0,25.5,26.28,0.0417,4.0,24.0,33.39,25.5,24.0,26.1,26.4,74.0,29.1
1201â€“1500,1201.0,Tomas Bata University in ZlÃ­n,Czech Republic,QS World University Rankings 2026,9642.0,20.1,25.5,27.48,0.0498,11.0,18.1,25.54,25.5,18.1,21.0,31.8,26.1,51.3
1201â€“1500,1201.0,University of Toyama,Japan,QS World University Rankings 2026,8891.0,10.6,25.5,23.36,0.0943,3.0,27.0,26.8,25.5,27.0,14.6,29.2,61.9,33.1
1201â€“1500,1201.0,Transilvania University of BraÈ™ov,Romania,QS World University Rankings 2026,20075.0,20.4,25.5,34.48,0.049,1.0,15.4,25.98,25.5,15.4,11.5,49.8,18.7,36.9
1201â€“1500,1201.0,Tribhuvan University,Nepal,QS World University Rankings 2026,482541.0,30.9,25.5,32.98,0.0324,0.0,11.3,23.81,25.5,11.3,8.2,49.5,15.9,46.7
1201â€“1500,1201.0,Tunghai University,Taiwan,QS World University Rankings 2026,15201.0,20.4,25.5,28.44,0.049,10.0,16.5,27.84,25.5,16.5,14.4,37.8,49.4,46.6
1201â€“1500,1201.0,University of Tunis,Tunisia,QS World University Rankings 2026,17124.0,11.4,25.5,18.22,0.0877,2.0,30.9,15.86,25.5,30.9,10.3,23.5,16.6,39.2
1201â€“1500,1201.0,Tzu Chi University,Taiwan,QS World University Rankings 2026,3050.0,8.9,25.5,21.38,0.1124,8.0,25.3,29.24,25.5,25.3,26.0,18.3,65.6,27.1
1201â€“1500,1201.0,UNIR â€“ International University of La Rioja,Spain,QS World University Rankings 2026,35499.0,36.0,34.8,28.36,0.0278,37.0,11.9,22.59,34.8,11.9,13.9,38.0,15.6,58.6
1201â€“1500,1201.0,Unisinos University,Brazil,QS World University Rankings 2026,12990.0,24.3,16.2,19.54,0.0412,0.0,30.1,19.28,16.2,30.1,15.4,22.3,25.2,29.3
1201â€“1500,1201.0,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,QS World University Rankings 2026,16137.0,16.6,30.45,27.6,0.0602,6.0,22.0,22.48,30.450000000000003,22.0,13.5,37.0,18.5,42.1
1201â€“1500,1201.0,University of Valladolid,Spain,QS World University Rankings 2026,21261.0,10.7,34.8,28.5,0.0935,6.0,25.1,27.04,34.8,25.1,14.4,37.9,43.8,38.1
1201â€“1500,1201.0,Veltech University,India,QS World University Rankings 2026,9943.0,14.4,30.45,30.28,0.0694,2.0,17.9,22.49,30.450000000000003,17.9,9.1,44.4,16.0,27.7
1201â€“1500,1201.0,University of Venda,South Africa,QS World University Rankings 2026,11848.0,29.4,43.6,23.62,0.034,1.0,20.3,24.08,43.6,20.3,29.2,19.9,16.8,49.0
1201â€“1500,1201.0,"Vietnam National University, Hanoi",Vietnam,QS World University Rankings 2026,52005.0,15.9,20.85,32.56,0.0629,1.0,20.9,24.84,20.85,20.9,11.2,46.8,19.1,48.9
1201â€“1500,1201.0,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,QS World University Rankings 2026,8369.0,12.3,25.5,28.12,0.0813,11.0,22.0,29.42,25.5,22.0,16.3,36.0,57.8,47.2
1201â€“1500,1201.0,"Visvesvaraya National Institute of Technology, Nagpur",India,QS World University Rankings 2026,4512.0,15.3,30.45,30.44,0.0654,2.0,24.5,27.39,30.450000000000003,24.5,13.4,41.8,40.4,20.1
1201â€“1500,1201.0,V.N. Karazin Kharkiv National University,Ukraine,QS World University Rankings 2026,17491.0,8.3,25.5,9.64,0.1205,28.0,26.4,15.52,25.5,26.4,10.9,8.8,46.6,47.2
1201â€“1500,1201.0,Volgograd State University,Russia,QS World University Rankings 2026,6577.0,10.5,16.2,25.86,0.0952,5.0,24.0,20.9,16.2,24.0,12.9,34.5,15.8,27.9
1201â€“1500,1201.0,VSB - Technical University of Ostrava,Czech Republic,QS World University Rankings 2026,11390.0,14.7,25.5,24.56,0.068,13.0,26.8,24.23,25.5,26.8,19.7,27.8,31.0,46.9
1201â€“1500,1201.0,Vytautas Magnus University,Lithuania,QS World University Rankings 2026,8210.0,11.2,25.5,21.36,0.0893,15.0,22.4,18.88,25.5,22.4,12.3,27.4,20.9,61.9
1201â€“1500,1201.0,Walailak University,Thailand,QS World University Rankings 2026,8553.0,13.6,25.5,26.62,0.0735,1.0,20.9,21.52,25.5,20.9,13.3,35.5,16.3,40.7
1201â€“1500,1201.0,Warsaw University of Life Sciences â€“ SGGW,Poland,QS World University Rankings 2026,15737.0,13.4,25.5,29.68,0.0746,8.0,19.9,23.97,25.5,19.9,11.8,41.6,23.4,34.2
1201â€“1500,1201.0,Warsaw University of Technology,Poland,QS World University Rankings 2026,23167.0,17.1,25.5,27.82,0.0585,7.0,22.0,29.48,25.5,22.0,19.6,33.3,53.5,31.7
1201â€“1500,1201.0,University of West Bohemia,Czech Republic,QS World University Rankings 2026,11252.0,14.8,25.5,28.32,0.0676,5.0,20.5,25.48,25.5,20.5,18.0,35.2,27.7,32.4
1201â€“1500,1201.0,University of Western Macedonia,Greece,QS World University Rankings 2026,10959.0,46.2,32.62,30.42,0.0216,2.0,11.6,26.24,32.625,11.6,17.1,39.3,26.2,27.9
1201â€“1500,1201.0,West University of TimiÅŸoara,Romania,QS World University Rankings 2026,15142.0,23.9,25.5,29.6,0.0418,6.0,24.3,23.53,25.5,24.3,13.7,40.2,17.4,34.9
1201â€“1500,1201.0,WrocÅ‚aw University of Environmental and Life Sciences,Poland,QS World University Rankings 2026,7099.0,16.7,25.5,26.14,0.0599,4.0,19.1,26.42,25.5,19.1,13.9,34.3,49.8,29.6
1201â€“1500,1201.0,WrocÅ‚aw University of Science and Technology,Poland,QS World University Rankings 2026,22772.0,19.8,25.5,26.82,0.0505,4.0,19.7,28.47,25.5,19.7,17.4,33.1,54.6,29.7
1201â€“1500,1201.0,Wuhan Textile University,China,QS World University Rankings 2026,23369.0,15.8,43.6,32.12,0.0633,1.0,15.0,27.18,43.6,15.0,11.0,46.2,36.7,23.5
1201â€“1500,1201.0,Xiangtan University,China,QS World University Rankings 2026,33943.0,20.6,43.6,35.76,0.0485,0.0,17.0,30.15,43.6,17.0,15.9,49.0,33.7,21.8
1201â€“1500,1201.0,Xuzhou Medical University,China,QS World University Rankings 2026,14112.0,18.6,43.6,32.62,0.0538,3.0,15.8,27.28,43.6,15.8,16.3,43.5,26.0,21.4
1201â€“1500,1201.0,Yamagata University,Japan,QS World University Rankings 2026,8657.0,8.8,25.5,21.0,0.1136,2.0,28.0,27.16,25.5,28.0,15.3,24.8,72.2,32.3
1201â€“1500,1201.0,Yamaguchi University,Japan,QS World University Rankings 2026,10437.0,10.9,25.5,18.2,0.0917,5.0,28.5,22.78,25.5,28.5,13.4,21.4,57.3,33.4
1201â€“1500,1201.0,University of Yamanashi,Japan,QS World University Rankings 2026,4616.0,6.2,25.5,20.78,0.1613,5.0,27.8,22.42,25.5,27.8,13.1,25.9,45.4,29.0
1201â€“1500,1201.0,Yarmouk University,Jordan,QS World University Rankings 2026,31177.0,28.3,25.5,30.06,0.0353,11.0,19.9,24.1,25.5,19.9,12.9,41.5,20.8,53.1
1201â€“1500,1201.0,Yasouj University,Iran,QS World University Rankings 2026,6236.0,25.8,30.45,37.18,0.0388,0.0,14.7,28.57,30.450000000000003,14.7,14.5,52.3,20.1,22.4
1201â€“1500,1201.0,Yokohama National University,Japan,QS World University Rankings 2026,9649.0,13.4,25.5,20.46,0.0746,8.0,26.0,28.62,25.5,26.0,22.5,19.1,71.2,36.1
1201â€“1500,1201.0,Yuan Ze University,Taiwan,QS World University Rankings 2026,6852.0,23.0,25.5,28.9,0.0435,8.0,18.5,33.64,25.5,18.5,24.1,32.1,69.0,42.8
1201â€“1500,1201.0,Yuriy Fedkovych Chernivtsi National University,Ukraine,QS World University Rankings 2026,10592.0,10.4,25.5,8.88,0.0962,1.0,22.8,10.46,25.5,22.8,9.9,8.2,17.6,26.3
1201â€“1500,1201.0,University of Zambia,Zambia,QS World University Rankings 2026,20976.0,24.6,25.5,31.4,0.0407,2.0,13.2,23.92,25.5,13.2,9.8,45.8,19.9,54.9
1201â€“1500,1201.0,University of Zanjan,Iran,QS World University Rankings 2026,9611.0,23.5,30.45,30.48,0.0426,0.0,17.1,24.29,30.450000000000003,17.1,12.3,42.6,21.5,27.3
1201â€“1500,1201.0,Zanjan University of Medical Sciences,Iran,QS World University Rankings 2026,5278.0,10.9,30.45,26.34,0.0917,1.0,36.4,22.35,30.450000000000003,36.4,12.6,35.5,24.2,21.5
1201â€“1500,1201.0,Zhejiang Chinese Medical University,China,QS World University Rankings 2026,18260.0,31.0,43.6,27.26,0.0323,5.0,16.5,25.85,43.6,16.5,16.4,34.5,37.2,23.0
1201â€“1500,1201.0,University of Zimbabwe,Zimbabwe,QS World University Rankings 2026,25108.0,22.5,25.5,27.46,0.0444,0.0,12.9,22.54,25.5,12.9,12.7,37.3,20.9,50.8
1501+,1501.0,UniversitÃ© 8 Mai 1945 Guelma,Algeria,QS World University Rankings 2026,18030.0,20.9,16.2,18.68,0.0478,1.0,14.7,15.57,16.2,14.7,8.6,25.4,15.9,37.0
1501+,1501.0,University Abdelhamid Ibn Badis Mostaganem,Algeria,QS World University Rankings 2026,24983.0,19.5,16.2,7.98,0.0513,1.0,17.7,9.09,16.2,17.7,7.8,8.1,15.7,33.5
1501+,1501.0,Abdelmalek EssaÃ¢di University,Morocco,QS World University Rankings 2026,122962.0,91.8,16.2,21.94,0.0109,1.0,21.6,17.96,16.2,21.6,9.7,30.1,17.2,29.4
1501+,1501.0,University of Abou Bekr BelkaÃ¯d Tlemcen,Algeria,QS World University Rankings 2026,42485.0,21.3,16.2,10.56,0.0469,1.0,22.7,11.5,16.2,22.7,9.0,11.6,19.6,35.3
1501+,1501.0,AcÄ±badem University,Turkey,QS World University Rankings 2026,2547.0,5.7,16.2,18.42,0.1754,3.0,25.8,17.58,16.2,25.8,12.0,22.7,24.2,30.3
1501+,1501.0,Adelphi University,United States,QS World University Rankings 2026,6582.0,11.1,57.25,18.74,0.0901,7.0,24.1,15.44,57.25,24.1,7.7,26.1,16.4,33.0
1501+,1501.0,Afe Babalola University,Nigeria,QS World University Rankings 2026,9660.0,10.7,16.2,14.96,0.0935,1.0,23.4,15.51,16.2,23.4,11.6,17.2,24.6,43.6
1501+,1501.0,Akita University,Japan,QS World University Rankings 2026,5002.0,10.7,25.5,17.84,0.0935,4.0,25.6,19.84,25.5,25.6,13.4,20.8,39.1,26.7
1501+,1501.0,Aksaray University,Turkey,QS World University Rankings 2026,19511.0,22.2,16.2,17.62,0.045,8.0,11.6,16.64,16.2,11.6,8.8,23.5,26.8,28.0
1501+,1501.0,Alexandru Ioan Cuza University,Romania,QS World University Rankings 2026,25443.0,22.3,25.5,23.8,0.0448,8.0,16.5,19.86,25.5,16.5,12.1,31.6,18.3,40.2
1501+,1501.0,Altai State University,Russia,QS World University Rankings 2026,9271.0,19.0,16.2,15.72,0.0526,27.0,20.5,17.35,16.2,20.5,16.5,15.2,25.2,64.4
1501+,1501.0,Alzahra University,Iran,QS World University Rankings 2026,10531.0,28.4,30.45,20.88,0.0352,3.0,25.4,19.2,30.450000000000003,25.4,15.3,24.6,19.6,31.0
1501+,1501.0,University of Anbar,Iraq,QS World University Rankings 2026,26956.0,15.5,16.2,27.1,0.0645,0.0,17.7,20.77,16.2,17.7,9.1,39.1,16.9,29.3
1501+,1501.0,Universitas Andalas,Indonesia,QS World University Rankings 2026,32695.0,22.0,16.2,14.98,0.0455,1.0,24.7,17.54,16.2,24.7,12.7,16.5,36.1,33.2
1501+,1501.0,"University of the Andes, Venezuela",Venezuela,QS World University Rankings 2026,20302.0,10.1,16.2,8.72,0.099,2.0,21.9,11.54,16.2,21.9,8.6,8.8,27.7,50.2
1501+,1501.0,Andhra University,India,QS World University Rankings 2026,10382.0,14.8,30.45,15.38,0.0676,5.0,38.2,15.66,30.450000000000003,38.2,10.4,18.7,26.1,24.1
1501+,1501.0,Universidad AndrÃ©s Bello (UNAB),Chile,QS World University Rankings 2026,46249.0,18.4,25.5,24.26,0.0543,2.0,15.1,20.03,25.5,15.1,10.4,33.5,20.7,50.6
1501+,1501.0,Ankara University,Turkey,QS World University Rankings 2026,70464.0,27.6,16.2,22.94,0.0362,6.0,18.2,21.96,16.2,18.2,11.6,30.5,36.6,34.4
1501+,1501.0,Ankara Yildirim Beyazit University,Turkey,QS World University Rankings 2026,21060.0,23.3,16.2,18.9,0.0429,12.0,19.2,16.98,16.2,19.2,12.6,23.1,17.3,35.4
1501+,1501.0,Annamalai University,India,QS World University Rankings 2026,18360.0,13.6,30.45,15.84,0.0735,0.0,35.5,15.13,30.450000000000003,35.5,9.6,20.0,22.2,20.1
1501+,1501.0,Antonio NariÃ±o University,Colombia,QS World University Rankings 2026,13691.0,14.1,16.2,23.02,0.0709,2.0,16.6,17.93,16.2,16.6,7.9,33.1,16.0,51.5
1501+,1501.0,Aoyama Gakuin University,Japan,QS World University Rankings 2026,19692.0,12.2,25.5,9.8,0.082,3.0,20.0,11.42,25.5,20.0,8.9,10.4,22.2,36.2
1501+,1501.0,Arak University,Iran,QS World University Rankings 2026,7506.0,18.7,30.45,24.1,0.0535,5.0,19.5,20.06,30.450000000000003,19.5,11.2,32.7,20.1,26.3
1501+,1501.0,Universidad AutÃ³noma de Ciudad JuÃ¡rez,Mexico,QS World University Rankings 2026,36463.0,15.0,16.2,9.32,0.0667,2.0,15.6,10.2,16.2,15.6,8.0,10.2,17.5,37.3
1501+,1501.0,Universidad AutÃ³noma de Coahuila,Mexico,QS World University Rankings 2026,27413.0,29.6,16.2,10.88,0.0338,0.0,21.4,11.2,16.2,21.4,8.0,12.8,18.1,34.4
1501+,1501.0,Universidad AutÃ³noma del Estado de Hidalgo,Mexico,QS World University Rankings 2026,38732.0,19.5,16.2,10.5,0.0513,0.0,19.2,11.4,16.2,19.2,9.6,11.1,18.1,26.4
