rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,stats_pc_intl_students_clean,clean_rank
1001â€“1200,Diego Portales University,25.5,10400,15.3,1737,11.8,1423,53.8,921,18.0,1664,53.0,711,master_account,0,/world-university-rankings/universidad-diego-portales,131418,Chile,"18,126",17.6,2%,50:50:00,Diego Portales University,"General Engineering,Computer Science,Architecture,Politics & International Studies (incl Development Studies),Other Health,Psychology,History, Philosophy & Theology,Sociology,Medicine & Dentistry,Education,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Law,Communication & Media Studies,Business & Management,Physics & Astronomy,Accounting & Finance",False,False,False,,QS World University Rankings 2026,18126.0,17.6,2.0,1001.0
1001â€“1200,UniversitÃ© Djillali LiabÃ¨s de Sidi Bel-AbbÃ¨s,16.2,10410,30.6,657,9.3,1743,46.0,1095,16.9,1760,37.4,1222,master_account,0,/world-university-rankings/universite-djillali-liabes-de-sidi-bel-abbes,621624,Algeria,"27,917",19.7,1%,56:44:00,UniversitÃ© Djillali LiabÃ¨s de Sidi Bel-AbbÃ¨s,"Biological Sciences,Chemistry,Business & Management,General Engineering,Other Health,History, Philosophy & Theology,Agriculture & Forestry,Medicine & Dentistry,Languages, Literature & Linguistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Mathematics & Statistics,Chemical Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Law,Civil Engineering,Sociology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False,,QS World University Rankings 2026,27917.0,19.7,1.0,1001.0
1001â€“1200,Don State Technical University,16.2,10420,20.6,1327,9.0,1793,54.9,890,17.9,1673,31.7,1436,master_account,0,/world-university-rankings/don-state-technical-university,587727,Russia,"26,030",12.4,12%,,Don State Technical University,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Agriculture & Forestry,Communication & Media Studies,Biological Sciences,Education,History, Philosophy & Theology,Sport Science,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Economics & Econometrics,Civil Engineering,Sociology,Architecture,Veterinary Science,Business & Management,General Engineering,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Law",False,False,True,,QS World University Rankings 2026,26030.0,12.4,12.0,1001.0
1001â€“1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,30.450000000000003,10430,25.4,975,13.2,1284,54.6,893,22.2,1433,17.8,1899,master_account,0,/world-university-rankings/dr-b-r-ambedkar-national-institute-technology-jalandhar-0,707725,India,"5,462",24.1,1%,36 : 64,Dr B.R. Ambedkar National Institute of Technology Jalandhar,"Economics & Econometrics,Computer Science,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Civil Engineering,Chemistry,Chemical Engineering,Business & Management,Languages, Literature & Linguistics",False,False,False,,QS World University Rankings 2026,5462.0,24.1,1.0,1001.0
1001â€“1200,Durban University of Technology,43.599999999999994,10440,17.3,1607,11.8,1424,62.0,733,18.4,1633,46.5,915,master_account,0,/world-university-rankings/durban-university-technology,692170,South Africa,"27,163",35.3,1%,55:45:00,Durban University of Technology,"Art, Performing Arts & Design,Chemistry,Business & Management,Languages, Literature & Linguistics,History, Philosophy & Theology,Law,Geography,Archaeology,Sociology,General Engineering,Biological Sciences,Psychology,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Other Health,Economics & Econometrics,Communication & Media Studies,Education,Electrical & Electronic Engineering,Agriculture & Forestry,Mathematics & Statistics,Architecture,Sport Science",False,False,False,,QS World University Rankings 2026,27163.0,35.3,1.0,1001.0
1001â€“1200,University of East London,52.05,10450,21.8,1245,15.1,1112,41.0,1200,28.2,1230,84.9,189,master_account,0,/world-university-rankings/university-east-london,131563,United Kingdom,"14,480",26.1,52%,56:44:00,University of East London,"Biological Sciences,Art, Performing Arts & Design,Architecture,Chemistry,Business & Management,Education,Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Communication & Media Studies,Civil Engineering,Law,General Engineering,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Politics & International Studies (incl Development Studies),Sport Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53004296,QS World University Rankings 2026,14480.0,26.1,52.0,1001.0
1001â€“1200,Edge Hill University,52.05,10460,18.1,1540,13.8,1223,55.6,873,22.0,1438,54.7,681,master_account,0,/world-university-rankings/edge-hill-university,131691,United Kingdom,"11,910",16.4,6%,70:30:00,Edge Hill University,"Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Economics & Econometrics,Other Health,Medicine & Dentistry,Sociology,Geography,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Psychology,Art, Performing Arts & Design,Communication & Media Studies,Business & Management,Sport Science,Biological Sciences,Accounting & Finance,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-77734513,QS World University Rankings 2026,11910.0,16.4,6.0,1001.0
1001â€“1200,"University of Engineering and Technology, Peshawar",30.450000000000003,10470,13.7,1814,11.5,1460,60.9,757,25.0,1336,49.8,804,master_account,0,/world-university-rankings/university-engineering-and-technology-peshawar,716798,Pakistan,"9,307",21.7,2%,0.315277778,"University of Engineering and Technology, Peshawar","Architecture,Mathematics & Statistics,Civil Engineering,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Electrical & Electronic Engineering,General Engineering",False,False,False,,QS World University Rankings 2026,9307.0,21.7,2.0,1001.0
1001â€“1200,University of Engineering & Technology (UET) Lahore,30.450000000000003,10480,18.8,1476,9.9,1650,53.5,931,24.1,1363,50.6,786,master_account,0,/world-university-rankings/university-engineering-technology-uet-lahore,623421,Pakistan,"12,720",13.4,2%,29 : 71,University of Engineering & Technology (UET) Lahore,"Accounting & Finance,Physics & Astronomy,Computer Science,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Business & Management,Chemical Engineering,Mathematics & Statistics,Chemistry,Mechanical & Aerospace Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False,False,,QS World University Rankings 2026,12720.0,13.4,2.0,1001.0
1001â€“1200,European University of Madrid,34.8,10490,21.5,1263,10.9,1536,54.3,905,17.7,1684,61.7,548,master_account,0,/world-university-rankings/european-university-madrid,633081,Spain,"11,416",12.0,30%,50:50:00,European University of Madrid,"Civil Engineering,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics,Law,Art, Performing Arts & Design,Sport Science,Psychology,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Business & Management,Veterinary Science,Education,Computer Science,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,False,,QS World University Rankings 2026,11416.0,12.0,30.0,1001.0
1001â€“1200,University of Extremadura,34.8,10500,24.7,1025,12.4,1361,51.9,965,22.4,1420,35.7,1288,master_account,0,/world-university-rankings/university-extremadura,633024,Spain,"20,146",10.7,3%,55:45:00,University of Extremadura,"Civil Engineering,Geography,Other Health,Physics & Astronomy,Agriculture & Forestry,General Engineering,Communication & Media Studies,Medicine & Dentistry,Education,Veterinary Science,Chemical Engineering,Law,Mathematics & Statistics,Economics & Econometrics,Sport Science,History, Philosophy & Theology,Chemistry,Computer Science,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Psychology,Biological Sciences,Accounting & Finance",False,False,False,,QS World University Rankings 2026,20146.0,10.7,3.0,1001.0
1001â€“1200,Fayoum University,30.450000000000003,10510,15.9,1701,11.9,1415,65.5,663,24.9,1339,46.4,919,master_account,0,/world-university-rankings/fayoum-university,621408,Egypt,"46,689",18.0,0%,62:38:00,Fayoum University,"Architecture,Other Health,Psychology,Mechanical & Aerospace Engineering,Law,Computer Science,Agriculture & Forestry,General Engineering,Sociology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Civil Engineering,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Chemistry,History, Philosophy & Theology,Archaeology,Geography,Sport Science,Education,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry",False,False,False,,QS World University Rankings 2026,46689.0,18.0,0.0,1001.0
1001â€“1200,Federal University of SÃ£o Carlos,16.2,10520,33.4,524,19.8,824,33.5,1367,44.8,897,29.5,1516,master_account,0,/world-university-rankings/universidade-federal-de-sao-carlos,131663,Brazil,"21,119",16.1,1%,51:49:00,Federal University of SÃ£o Carlos,"Chemical Engineering,Sociology,History, Philosophy & Theology,Chemistry,General Engineering,Medicine & Dentistry,Business & Management,Education,Geography,Civil Engineering,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Physics & Astronomy,Other Health,Communication & Media Studies,Agriculture & Forestry,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False,,QS World University Rankings 2026,21119.0,16.1,1.0,1001.0
1001â€“1200,Federal University of Technology Akure,16.2,10530,24.8,1017,11.1,1509,50.6,1004,18.2,1648,40.4,1105,master_account,0,/world-university-rankings/federal-university-technology-akure,718250,Nigeria,"19,711",24.5,0%,26 : 74,Federal University of Technology Akure,"Electrical & Electronic Engineering,Medicine & Dentistry,Economics & Econometrics,Biological Sciences,Chemistry,Architecture,Agriculture & Forestry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Computer Science,Mathematics & Statistics,Accounting & Finance,Business & Management,Other Health,Civil Engineering,General Engineering",False,False,False,,QS World University Rankings 2026,19711.0,24.5,0.0,1001.0
1001â€“1200,Financial University under the Government of the Russian Federation,16.2,10540,26.7,891,18.0,916,50.3,1015,30.9,1159,34.5,1337,master_account,0,/world-university-rankings/financial-university-under-government-russian-federation,624054,Russia,"16,580",13.0,9%,51:49:00,Financial University under the Government of the Russian Federation,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Business & Management,Law,Economics & Econometrics,Accounting & Finance,Communication & Media Studies",False,False,True,,QS World University Rankings 2026,16580.0,13.0,9.0,1001.0
