University,Location,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score,Overall Score,Rank
Lebanese University,Lebanon,38.3,19.2,22.6,21.0,79.2,36.06,993
Al-Azhar University,Egypt,19.9,11.5,69.7,22.0,57.2,36.06,994
The New School,United States,28.8,14.9,47.2,27.3,61.9,36.019999999999996,995
Kalasalingam Academy of Research and Education,India,28.5,9.1,71.8,22.9,47.7,36.0,996
The Hashemite University,Jordan,13.7,15.3,53.4,31.8,65.7,35.980000000000004,997
"University of Engineering and Technology, Peshawar",Pakistan,28.5,12.0,63.4,26.3,49.6,35.96,998
University of Oviedo,Spain,29.3,18.4,48.4,42.9,40.8,35.96,999
German Jordanian University,Jordan,22.1,12.1,40.7,23.1,81.8,35.96,1000
Alexandria University,Egypt,19.2,18.6,59.5,29.9,52.6,35.959999999999994,1001
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,19.1,15.8,60.5,33.7,50.6,35.940000000000005,1002
Kore University of Enna,Italy,18.8,12.9,65.5,43.3,39.1,35.92,1003
Gazipur Agricultural University,Bangladesh,24.6,9.1,77.3,16.7,51.8,35.9,1004
Taibah University,Saudi Arabia,14.3,10.6,58.4,20.3,75.8,35.879999999999995,1005
Universitas Gadjah Mada,Indonesia,30.9,21.8,26.2,56.4,44.0,35.86,1006
Jahangirnagar University,Bangladesh,25.4,9.7,75.4,19.3,49.5,35.86,1007
University of Belgrade,Serbia,22.4,27.8,50.0,37.6,41.5,35.86,1008
Gifu University,Japan,29.4,23.3,29.4,67.6,29.6,35.86,1009
Kyushu Institute of Technology (Kyutech),Japan,26.9,15.9,29.2,67.8,39.4,35.84,1010
Chosun University,South Korea,22.8,22.5,26.4,73.5,33.8,35.8,1011
University of Gloucestershire,United Kingdom,18.6,14.1,56.2,24.6,65.5,35.8,1012
JSS Academy of Higher Education and Research,India,39.0,10.8,50.2,25.1,53.5,35.72,1013
Budapest University of Technology and Economics,Hungary,22.4,19.3,34.2,64.2,38.3,35.68000000000001,1014
Zagazig University,Egypt,15.7,10.2,68.6,34.5,49.1,35.62,1015
Fujita Health University,Japan,27.2,13.2,59.6,55.6,22.5,35.62,1016
Siksha ‘O’ Anusandhan,India,44.5,18.8,46.5,47.0,21.2,35.6,1017
University of La Laguna,Spain,23.9,16.9,55.9,31.3,50.0,35.6,1018
University of Deusto,Spain,20.4,23.7,47.5,38.8,47.5,35.58,1019
Indraprastha Institute of Information Technology Delhi,India,24.8,13.5,57.3,38.3,44.0,35.58,1020
Hamamatsu University School of Medicine,Japan,32.1,18.4,42.4,60.3,24.4,35.519999999999996,1021
Al-Zaytoonah University of Jordan,Jordan,12.5,16.6,59.5,17.9,70.8,35.46,1022
Tokyo University of Science,Japan,22.9,24.8,25.5,73.5,30.5,35.44,1023
University of Sannio,Italy,27.2,15.4,60.9,44.3,29.3,35.42,1024
Nagaoka University of Technology,Japan,34.4,15.7,19.4,64.4,43.1,35.4,1025
Public University of Navarre,Spain,24.4,15.1,51.8,39.5,46.1,35.38,1026
Edge Hill University,United Kingdom,18.3,13.9,60.5,27.2,56.8,35.339999999999996,1027
University of the Free State,South Africa,21.7,20.0,49.3,34.3,51.4,35.339999999999996,1028
Central Michigan University,United States,29.1,16.6,50.9,45.6,34.5,35.339999999999996,1029
Halmstad University,Sweden,16.2,15.6,49.8,29.6,65.5,35.339999999999996,1030
Indian Institute of Technology Patna,India,32.9,22.7,71.0,28.7,21.2,35.3,1031
North South University,Bangladesh,14.8,10.7,80.3,24.3,45.9,35.2,1032
Jawaharlal Nehru University,India,42.8,23.7,47.1,38.5,23.7,35.16,1033
Kurdistan University of Medical Sciences,Iran,42.3,11.7,68.9,21.9,30.8,35.120000000000005,1034
Oakland University,United States,26.2,16.4,47.2,46.8,38.9,35.1,1035
Mashhad University of Medical Sciences,Iran,33.8,15.3,61.9,34.1,30.4,35.1,1036
The Islamia University of Bahawalpur,Pakistan,18.0,12.4,75.7,20.7,48.6,35.08,1037
Kwame Nkrumah University of Science and Technology,Ghana,16.3,17.2,49.4,45.1,47.3,35.06,1038
Al-Baha University,Saudi Arabia,19.3,8.5,54.4,17.8,75.3,35.06,1039
Tallinn University,Estonia,25.1,24.3,43.6,22.1,59.9,35.0,1040
University of Gujrat,Pakistan,13.6,12.9,78.5,23.0,46.9,34.980000000000004,1041
Mazandaran University of Medical Sciences,Iran,44.4,12.5,61.2,31.1,25.7,34.98,1042
University of Kashan,Iran,28.2,17.8,67.7,28.0,33.2,34.98,1043
University of Hradec Králové,Czechia,21.0,15.6,52.9,22.5,62.8,34.96,1044
University of Malaga,Spain,22.0,16.7,42.4,52.0,41.6,34.94,1045
Nova Southeastern University,United States,38.3,13.3,35.2,51.0,36.8,34.92,1046
Medical University of Gdańsk,Poland,28.4,11.5,49.2,43.9,41.5,34.9,1047
Soonchunhyang University,South Korea,24.0,27.9,33.1,54.6,34.6,34.839999999999996,1048
PMAS Arid Agriculture University Rawalpindi,Pakistan,27.8,12.5,61.8,23.6,48.3,34.8,1049
Nagoya City University,Japan,31.3,16.9,35.9,64.9,25.0,34.8,1050
Woosong University,South Korea,18.7,10.4,41.6,20.1,83.0,34.760000000000005,1051
Istanbul University-Cerrahpaşa,Turkey,27.0,21.5,40.6,58.5,26.2,34.76,1052
University of Urbino Carlo Bo,Italy,14.6,19.2,49.4,38.0,52.4,34.72,1053
Paris Nanterre University,France,21.0,17.1,28.9,38.6,68.0,34.72,1054
Saudi Electronic University,Saudi Arabia,9.9,8.9,62.2,17.8,74.7,34.7,1055
Guangzhou Medical University,China,24.7,11.0,72.9,37.9,26.8,34.660000000000004,1056
University of Sunderland,United Kingdom,19.3,9.7,36.5,34.8,73.0,34.660000000000004,1057
Hitotsubashi University,Japan,31.0,20.7,29.3,24.9,67.2,34.620000000000005,1058
Qazvin University of Medical Sciences,Iran,39.1,12.1,72.9,21.0,28.0,34.620000000000005,1059
Hallym University,South Korea,27.2,21.0,36.6,65.2,23.1,34.62,1060
Nagoya Institute of Technology,Japan,22.9,21.3,23.1,74.2,31.6,34.62,1061
University of Sfax,Tunisia,32.9,13.4,41.3,40.2,45.2,34.6,1062
University of Concepción,Chile,18.2,17.0,38.5,48.0,51.3,34.6,1063
Yamagata University,Japan,28.1,15.4,25.5,71.6,32.3,34.58,1064
University of Jeddah,Saudi Arabia,17.7,9.9,55.0,19.1,70.9,34.519999999999996,1065
Mae Fah Luang University,Thailand,16.0,13.5,49.3,35.5,58.2,34.5,1066
Kuwait University,Kuwait,18.8,10.8,50.6,30.8,61.5,34.5,1067
National Chung Cheng University,Taiwan,22.2,22.7,26.0,73.2,28.1,34.440000000000005,1068
University of Foggia,Italy,15.9,25.8,64.0,35.7,30.8,34.440000000000005,1069
Akdeniz University,Turkey,23.3,25.3,38.8,59.4,25.4,34.440000000000005,1070
European University of Madrid,Spain,22.5,10.2,58.9,17.6,62.9,34.42,1071
Western Michigan University,United States,26.0,17.4,41.2,43.5,43.9,34.4,1072
Indian Institute of Technology Gandhinagar,India,40.0,28.5,38.5,30.9,33.9,34.36,1073
Shiraz University of Medical Sciences,Iran,46.1,14.2,55.2,31.4,24.8,34.34,1074
Hungarian University of Agriculture and Life Sciences,Hungary,32.4,12.6,40.4,24.3,61.9,34.32,1075
VSB - Technical University of Ostrava,Czechia,24.8,21.1,31.7,43.3,50.6,34.3,1076
Istanbul Gelisim University,Turkey,10.7,9.4,74.2,15.9,61.2,34.28000000000001,1077
University of Peshawar,Pakistan,19.7,12.3,64.7,26.8,47.8,34.260000000000005,1078
University of Medicine and Pharmacy Carol Davila,Romania,26.3,11.6,67.6,28.1,37.6,34.239999999999995,1079
Bahria University,Pakistan,13.7,10.2,72.2,25.7,49.3,34.22,1080
University of Toyama,Japan,27.4,15.1,29.2,66.2,33.1,34.2,1081
Yarmouk University,Jordan,22.7,13.8,52.6,24.9,57.0,34.2,1082
Alborz University of Medical Sciences,Iran,37.6,12.5,69.5,24.0,27.3,34.18,1083
Feng Chia University,Taiwan,17.1,18.4,24.2,73.5,37.7,34.17999999999999,1084
Nagasaki University,Japan,30.2,15.2,31.5,53.7,39.9,34.10000000000001,1085
University of Central Punjab,Pakistan,13.4,10.5,78.4,19.2,49.0,34.1,1086
University of Staffordshire,United Kingdom,18.4,11.5,48.9,24.3,67.4,34.1,1087
University of Northampton,United Kingdom,18.1,11.0,42.5,18.4,80.4,34.08,1088
Khon Kaen University,Thailand,30.3,16.4,41.4,46.4,35.9,34.08,1089
Federal University of São Carlos,Brazil,33.4,20.9,33.1,51.5,31.5,34.08,1090
University of Ioannina,Greece,14.4,14.9,53.3,48.0,39.7,34.06,1091
Islamia College Peshawar,Pakistan,22.3,11.8,60.8,19.9,55.5,34.06,1092
Université Saint-Joseph de Beyrouth,Lebanon,31.8,11.7,25.6,30.7,70.4,34.04,1093
National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,24.2,11.5,49.3,27.0,58.2,34.04,1094
Al-Farabi Kazakh National University,Kazakhstan,29.4,11.9,24.2,18.3,86.3,34.019999999999996,1095
Fujian Agriculture and Forestry University,China,18.0,14.7,64.5,41.5,31.3,34.0,1096
Chengdu University,China,18.6,13.4,76.9,32.8,28.0,33.94,1097
Chitkara University,India,20.6,11.4,88.9,20.0,28.6,33.9,1098
Urmia University of Medical Sciences,Iran,42.5,11.5,67.6,20.2,27.7,33.89999999999999,1099
Shanghai Normal University,China,30.3,16.2,53.4,41.6,27.9,33.88,1100
University of South Bohemia in České Budějovice,Czechia,23.3,17.7,50.4,23.2,54.8,33.88,1101
University of Mauritius,Mauritius,29.4,14.5,42.7,42.3,40.4,33.86,1102
Al al-Bayt University,Jordan,12.6,11.3,76.4,17.1,51.9,33.86,1103
Northeast Agricultural University,China,18.6,13.1,81.4,37.8,18.3,33.84,1104
I-Shou University,Taiwan,15.3,23.9,31.4,58.7,39.8,33.82000000000001,1105
University of Northern British Columbia (UNBC),Canada,21.1,22.4,50.6,20.3,54.7,33.82,1106
Seoul National University of Science and Technology (SeoulTech),South Korea,30.5,21.0,33.1,50.9,33.5,33.8,1107
Texas State University,United States,18.3,20.2,48.1,36.6,45.7,33.779999999999994,1108
University of Havana,Cuba,32.8,18.6,11.1,54.6,51.5,33.72,1109
Aswan University,Egypt,16.9,12.5,67.5,21.3,50.3,33.7,1110
Imam Khomeini International University,Iran,30.8,18.6,62.7,22.3,34.1,33.7,1111
Jashore University of Science and Technology,Bangladesh,15.4,10.4,75.8,18.8,47.8,33.64,1112
İstinye University,Turkey,13.2,16.4,54.6,16.3,67.6,33.62,1113
National University of Computer and Emerging Sciences,Pakistan,12.6,9.2,66.2,28.5,51.5,33.6,1114
Tokyo University of Marine Science and Technology,Japan,31.2,17.3,21.9,52.2,45.4,33.6,1115
Medical University of Warsaw,Poland,27.7,13.2,48.2,46.0,32.8,33.58,1116
Ritsumeikan University,Japan,20.1,14.8,26.0,60.3,46.6,33.56,1117
National Taiwan Ocean University,Taiwan,20.2,26.1,29.0,57.9,34.6,33.559999999999995,1118
Nippon Medical School,Japan,29.2,10.9,58.4,48.2,21.1,33.559999999999995,1119
South Dakota State University,United States,26.0,17.8,46.9,40.1,37.0,33.559999999999995,1120
Northwest University (China),China,25.7,14.7,52.4,50.7,24.2,33.54,1121
Kaunas University of Technology,Lithuania,22.6,17.4,46.4,40.6,40.5,33.5,1122
Shinshu University,Japan,26.8,17.6,30.4,61.2,31.5,33.5,1123
University of Dhaka,Bangladesh,20.1,10.3,67.2,21.4,48.3,33.46,1124
Universidad Peruana Cayetano Heredia,Peru,17.4,13.7,57.2,29.2,49.7,33.44,1125
Rowan University,United States,29.0,12.7,47.8,38.6,39.0,33.42,1126
TOBB University of Economics and Technology,Turkey,18.6,13.1,42.4,51.7,41.2,33.4,1127
Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,25.8,11.5,51.8,28.4,49.4,33.38,1128
Babol University of Medical Sciences,Iran,41.0,12.4,70.5,20.3,22.6,33.36,1129
University of Pau and Pays de l’Adour,France,24.4,11.1,20.5,31.0,79.8,33.36,1130
Austral University,Argentina,24.6,11.5,54.2,23.7,52.7,33.34,1131
Sahand University of Technology,Iran,27.8,14.7,51.5,47.5,25.2,33.339999999999996,1132
Canterbury Christ Church University,United Kingdom,24.4,13.4,45.7,18.9,64.3,33.339999999999996,1133
Bahauddin Zakariya University,Pakistan,20.1,12.9,63.5,21.6,48.5,33.32,1134
​Shahid Chamran University of Ahvaz,Iran,29.4,19.4,39.9,50.2,27.5,33.279999999999994,1135
University of Thessaly,Greece,15.1,14.7,55.8,42.3,38.4,33.26,1136
University of la Costa,Colombia,13.7,10.1,68.8,18.6,54.9,33.22,1137
Chaoyang University of Technology,Taiwan,14.5,21.6,38.1,49.6,42.2,33.2,1138
University of Lethbridge,Canada,19.1,14.3,29.6,41.7,61.2,33.18000000000001,1139
Botswana International University of Science and Technology (BIUST),Botswana,26.0,13.6,32.9,17.7,75.7,33.18,1140
Suez University,Egypt,15.3,10.0,67.9,24.1,48.6,33.18,1141
Beni-Suef University,Egypt,21.0,10.6,59.4,21.4,53.4,33.160000000000004,1142
Bangladesh University of Engineering and Technology,Bangladesh,22.5,16.4,62.2,33.1,31.6,33.16,1143
Duzce University,Turkey,15.9,16.8,46.7,55.5,30.8,33.14,1144
Malaviya National Institute of Technology,India,24.9,17.0,79.7,23.9,20.2,33.14,1145
Yazd University,Iran,24.3,18.0,45.2,41.4,36.8,33.14,1146
University of the Azores,Portugal,21.3,19.8,56.1,19.2,49.3,33.14,1147
Kyoto Institute of Technology,Japan,26.6,16.9,14.7,75.1,32.4,33.14,1148
University of La Rochelle,France,21.9,12.4,35.1,26.9,69.3,33.120000000000005,1149
Comenius University in Bratislava,Slovakia,30.8,16.5,37.3,28.5,52.5,33.12,1150
University of Almería,Spain,21.6,19.9,48.7,30.8,44.6,33.12,1151
Bangladesh Agricultural University (BAU),Bangladesh,24.4,9.6,60.1,22.1,49.4,33.12,1152
Minia University,Egypt,18.8,9.5,65.6,21.6,49.9,33.08,1153
Guilan University of Medical Sciences,Iran,40.0,11.6,60.0,29.3,24.5,33.08,1154
Niigata University,Japan,30.5,15.6,40.8,49.4,29.0,33.06,1155
Jadavpur University,India,36.1,16.3,45.3,48.1,19.5,33.06,1156
Suez Canal University,Egypt,20.8,9.6,56.8,27.3,50.8,33.059999999999995,1157
St Francis Xavier University,Canada,16.7,18.1,48.0,27.9,54.5,33.04,1158
Changzhou University,China,17.1,14.4,49.3,64.3,20.1,33.04,1159
"Adam Mickiewicz University, Poznań",Poland,19.6,30.7,44.4,32.3,38.1,33.019999999999996,1160
Savitribai Phule Pune University,India,41.5,8.7,60.3,29.9,24.6,33.0,1161
University Rey Juan Carlos,Spain,17.1,14.4,47.8,47.0,38.6,32.980000000000004,1162
The University of Notre Dame Australia,Australia,17.4,17.9,49.8,20.4,59.4,32.980000000000004,1163
Kindai University,Japan,18.1,11.6,50.3,52.4,32.4,32.96,1164
Lodz University of Technology,Poland,23.4,15.9,30.7,61.9,32.9,32.96,1165
National Kaohsiung University of Science and Technology,Taiwan,17.2,18.8,38.1,63.0,27.7,32.959999999999994,1166
University of Ibadan,Nigeria,30.1,13.4,57.8,20.9,42.5,32.94,1167
"Arab Academy for Science, Technology and Maritime Transport",Egypt,29.4,17.0,39.4,26.8,52.1,32.94,1168
Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,21.5,17.3,31.7,46.1,48.1,32.94,1169
Universitas Airlangga,Indonesia,27.7,14.1,34.9,27.9,60.1,32.94,1170
Golestan University of Medical Sciences,Iran,38.3,10.8,63.0,22.1,30.3,32.9,1171
Birjand University of Medical Sciences,Iran,34.4,12.3,64.6,18.3,34.9,32.9,1172
University of Kurdistan,Iran,15.2,15.4,69.9,24.5,39.5,32.9,1173
Universiti Sultan Zainal Abidin,Malaysia,24.1,12.6,59.8,18.3,49.5,32.86,1174
Bowling Green State University,United States,23.1,14.3,57.2,39.7,30.0,32.86,1175
Delhi Technological University,India,23.2,20.7,67.8,32.5,20.0,32.839999999999996,1176
University of A Coruña,Spain,24.5,17.6,43.1,41.8,37.2,32.839999999999996,1177
Wrocław University of Science and Technology,Poland,20.2,18.5,34.1,57.6,33.7,32.82000000000001,1178
Hangzhou Normal University,China,16.0,14.0,68.2,37.6,28.3,32.82000000000001,1179
Ege University,Turkey,31.3,15.1,33.1,58.1,26.3,32.78,1180
"University of Occupational and Environmental Health, Japan",Japan,28.3,11.7,51.5,50.3,22.1,32.78,1181
Government College University Lahore,Pakistan,17.6,17.3,55.8,22.0,51.2,32.78,1182
Tzu Chi University,Taiwan,25.3,26.7,19.3,64.7,27.9,32.78,1183
New Valley University,Egypt,21.9,8.2,68.2,17.3,48.3,32.779999999999994,1184
Poznan University of Medical Sciences,Poland,27.7,13.7,44.5,42.5,35.4,32.760000000000005,1185
Shiga University of Medical Science,Japan,32.0,12.8,33.1,61.2,24.7,32.760000000000005,1186
Riphah International University,Pakistan,14.7,10.0,72.8,17.3,48.9,32.739999999999995,1187
Hazara University Mansehra,Pakistan,18.1,11.9,68.3,16.5,48.9,32.739999999999995,1188
Indian Institute of Technology Ropar,India,38.8,20.0,47.5,32.9,24.4,32.72,1189
Jeju National University,South Korea,32.5,20.8,36.9,40.8,32.5,32.7,1190
Fayoum University,Egypt,17.1,11.3,65.8,22.2,47.0,32.68,1191
An-Najah National University,Palestine,20.7,11.0,44.6,23.2,63.9,32.68,1192
Isfahan University of Medical Sciences,Iran,46.8,15.0,44.3,31.8,25.4,32.660000000000004,1193
Université Sorbonne Nouvelle,France,26.2,13.1,20.0,34.8,69.2,32.660000000000004,1194
Al-Balqa Applied University,Jordan,13.1,15.5,61.3,28.2,45.1,32.64,1195
Institute of Space Technology,Pakistan,19.7,11.2,63.3,21.0,47.9,32.62,1196
University of Winchester,United Kingdom,19.5,16.0,43.7,18.8,64.9,32.58,1197
Universitas Sebelas Maret,Indonesia,20.0,22.0,33.8,49.7,37.3,32.56,1198
Universidad San Francisco de Quito,Ecuador,23.0,11.3,44.3,18.9,65.3,32.56,1199
University of Trás-os-Montes and Alto Douro,Portugal,22.0,16.4,47.2,36.0,41.2,32.56,1200
BINUS University,Indonesia,21.1,21.0,35.2,49.6,35.8,32.54,1201
"National Institute of Technology, Tiruchirappalli",India,31.3,17.2,58.6,34.0,21.6,32.54,1202
Istanbul University,Turkey,24.8,20.6,30.1,46.4,40.7,32.52,1203
Kohat University of Science and Technology,Pakistan,14.3,14.2,52.4,21.0,60.7,32.52,1204
Kookmin University,South Korea,24.1,20.3,24.8,56.1,37.3,32.52,1205
Gazi University,Turkey,26.0,16.4,32.4,65.4,22.4,32.519999999999996,1206
University of Botswana,Botswana,15.3,12.8,52.3,21.0,61.1,32.5,1207
Arak University of Medical Sciences,Iran,34.5,11.5,69.0,24.1,23.3,32.480000000000004,1208
Medical University of Bialystok,Poland,39.3,12.0,40.5,40.2,30.3,32.46,1209
King Mongkut's University of Technology North Bangkok,Thailand,16.8,13.2,55.8,46.9,29.3,32.4,1210
University of Isfahan,Iran,28.6,18.0,45.3,34.0,36.1,32.4,1211
University of Maribor,Slovenia,21.3,18.0,39.2,45.8,37.6,32.38,1212
University of Nebraska Omaha,United States,18.4,15.3,51.8,39.5,36.9,32.38,1213
University of Engineering & Technology (UET) Lahore,Pakistan,19.5,9.6,54.6,27.7,50.5,32.38,1214
Prince of Songkla University,Thailand,24.3,15.3,35.8,48.3,38.1,32.36,1215
Warsaw University of Technology,Poland,25.7,17.6,30.8,54.9,32.8,32.36,1216
Damietta University,Egypt,16.9,9.1,70.2,18.7,46.9,32.36,1217
Benha University,Egypt,15.5,9.7,66.8,21.0,48.7,32.339999999999996,1218
Tunghai University,Taiwan,15.0,15.6,40.9,43.7,46.3,32.3,1219
University of Rajshahi,Bangladesh,14.8,9.7,75.7,20.6,40.6,32.28,1220
University of Mohaghegh Ardabili,Iran,22.3,18.4,62.6,20.0,38.1,32.28,1221
University of Colombo,Sri Lanka,24.9,10.1,60.8,24.8,40.8,32.279999999999994,1222
Tomas Bata University in Zlín,Czechia,21.3,21.3,37.1,27.6,54.0,32.260000000000005,1223
Assiut University,Egypt,19.0,11.3,49.2,23.6,58.2,32.260000000000005,1224
Tanta University,Egypt,19.1,9.4,62.4,22.0,48.1,32.2,1225
University of Valladolid,Spain,25.4,14.8,38.5,42.1,40.2,32.2,1226
Universidade Federal do Paraná (UFPR),Brazil,34.2,17.0,28.1,47.6,34.0,32.18,1227
Universidad Católica San Antonio de Murcia (UCAM),Spain,19.5,15.7,34.6,37.1,53.9,32.160000000000004,1228
Birla Institute of Technology,India,24.8,17.9,56.9,41.0,20.0,32.12,1229
Southwest Petroleum University,China,17.6,14.4,37.3,70.4,20.7,32.08,1230
University of Bergamo,Italy,17.4,22.0,52.5,31.1,37.4,32.08,1231
King Mongkut’s Institute of Technology Ladkrabang,Thailand,17.6,23.3,21.5,63.4,34.4,32.040000000000006,1232
Xiangtan University,China,18.5,16.7,50.7,52.6,21.7,32.04,1233
Makerere University,Uganda,20.9,6.4,45.1,20.1,67.4,31.98,1234
University of Žilina,Slovakia,26.2,19.6,44.3,35.5,34.3,31.979999999999997,1235
Jawaharlal Nehru Technological University Anantapur (JNTUA),India,30.0,17.3,72.0,20.5,19.8,31.920000000000005,1236
Jaypee University of Information Technology,India,19.2,17.8,70.1,26.8,25.6,31.9,1237
University of Cadiz,Spain,21.0,20.1,42.6,30.9,44.9,31.9,1238
Silesian University of Technology,Poland,24.2,16.3,44.6,42.7,31.6,31.880000000000003,1239
Pavol Jozef Šafárik University in Košice,Slovakia,40.2,10.4,21.4,25.9,61.2,31.820000000000004,1240
University of South Dakota,United States,34.5,16.3,40.2,37.1,31.0,31.82,1241
Adolfo Ibáñez University,Chile,15.3,17.0,41.8,21.8,63.2,31.82,1242
University of Sargodha,Pakistan,19.8,12.9,58.7,19.1,48.6,31.82,1243
Dokuz Eylül University,Turkey,25.2,14.5,25.8,64.6,29.0,31.82,1244
Tokyo Metropolitan University,Japan,30.0,16.1,26.5,50.8,35.6,31.8,1245
University of Lagos,Nigeria,15.7,14.9,64.5,21.5,42.4,31.8,1246
Hyogo Medical University,Japan,30.6,14.0,43.2,51.6,19.5,31.78,1247
Kerman University of Medical Sciences,Iran,41.8,14.8,57.1,20.0,25.2,31.779999999999994,1248
Razi University,Iran,27.1,15.5,40.3,48.7,27.2,31.76,1249
Shri Mata Vaishno Devi University,India,23.6,17.7,71.8,21.1,24.5,31.74,1250
Menoufia University,Egypt,14.1,9.4,58.3,28.6,48.2,31.720000000000006,1251
University of Maragheh,Iran,13.2,15.6,57.7,32.1,40.0,31.72,1252
Atatürk University,Turkey,24.8,25.8,47.9,27.2,32.9,31.72,1253
Zanjan University of Medical Sciences,Iran,35.0,12.5,55.8,30.5,24.7,31.7,1254
Bucharest University of Economic Studies,Romania,18.9,11.6,79.6,18.6,29.8,31.7,1255
Soongsil University,South Korea,27.3,16.3,27.6,51.9,35.3,31.679999999999996,1256
KL University,India,24.9,14.0,77.2,18.3,23.8,31.640000000000004,1257
University of Chester,United Kingdom,19.5,13.3,28.9,26.5,70.0,31.639999999999997,1258
National Textile University,Pakistan,12.8,13.8,56.5,29.2,45.9,31.639999999999997,1259
Erciyes University,Turkey,21.8,14.3,42.7,48.3,31.0,31.620000000000005,1260
Kangwon National University,South Korea,23.4,24.1,33.7,52.9,24.0,31.619999999999997,1261
Pontifical Catholic University of Valparaíso,Chile,15.4,17.2,31.0,43.0,51.4,31.6,1262
Khulna University of Engineering and Technology (KUET),Bangladesh,13.6,9.4,80.2,21.4,33.4,31.6,1263
Suranaree University of Technology,Thailand,21.7,17.8,29.6,52.2,36.7,31.6,1264
University of Monastir,Tunisia,31.7,10.5,40.4,29.2,46.0,31.560000000000002,1265
Hanoi University of Science and Technology,Vietnam,16.1,16.9,28.7,59.5,36.6,31.560000000000002,1266
University of Wrocław,Poland,23.8,21.4,36.4,31.2,44.9,31.54,1267
Gebze Technical University,Turkey,19.2,20.1,42.6,42.1,33.7,31.54,1268
Mutah University,Jordan,28.0,12.8,33.6,20.8,62.5,31.54,1269
BRAC University,Bangladesh,14.1,11.7,71.4,19.1,41.3,31.520000000000003,1270
Aichi Medical University,Japan,29.5,14.2,44.0,47.6,22.3,31.520000000000003,1271
Zewail City of Science and Technology,Egypt,26.2,13.7,50.7,27.8,39.2,31.52,1272
Technical University of Cartagena,Spain,26.1,12.9,41.1,36.8,40.6,31.5,1273
National Dong Hwa University,Taiwan,18.8,24.1,22.8,41.7,50.1,31.5,1274
National Institute of Technology Silchar,India,33.9,17.3,64.8,20.6,20.9,31.5,1275
Gyeongsang National University,South Korea,27.1,18.0,34.2,52.5,25.4,31.440000000000005,1276
Democritus University of Thrace,Greece,17.3,18.7,57.6,34.2,29.4,31.439999999999998,1277
University of Tarapacá,Chile,11.3,21.3,48.2,19.9,56.2,31.380000000000006,1278
University of Las Palmas de Gran Canaria,Spain,21.4,16.9,44.1,31.2,43.3,31.380000000000003,1279
Kagawa University,Japan,25.6,13.1,32.8,55.7,29.5,31.339999999999996,1280
Pukyong National University,South Korea,27.2,16.2,33.3,46.2,33.7,31.32,1281
Tamkang University,Taiwan,16.4,11.7,36.7,47.8,44.0,31.32,1282
Pontifícia Universidade Católica do Paraná,Brazil,24.8,13.5,42.2,44.9,31.2,31.32,1283
University of Novi Sad,Serbia,19.4,11.8,30.0,57.8,37.5,31.3,1284
Zhejiang University of Finance and Economics,China,13.7,12.9,69.7,31.6,28.5,31.28,1285
"University of Education, Lahore",Pakistan,10.7,9.3,69.5,16.1,50.5,31.22,1286
University of Puerto Rico,Puerto Rico,24.3,10.7,39.0,34.4,47.6,31.2,1287
Gunma University,Japan,28.0,14.3,23.2,63.4,27.1,31.2,1288
Satbayev University,Kazakhstan,22.7,13.9,12.6,29.7,77.0,31.18,1289
Zahedan University of Medical Sciences,Iran,41.0,11.1,61.7,18.8,23.2,31.160000000000004,1290
Ilam University of Medical Sciences,Iran,32.9,12.0,66.7,19.2,25.0,31.159999999999997,1291
Ateneo de Manila University,Philippines,30.1,10.8,57.0,24.4,33.4,31.140000000000004,1292
Ilam University,Iran,18.3,13.3,52.9,39.3,31.9,31.139999999999997,1293
"The University of Agriculture, Peshawar",Pakistan,24.5,10.8,47.0,24.3,49.0,31.119999999999997,1294
Bartin University,Turkey,12.0,15.1,75.0,17.0,36.2,31.060000000000002,1295
Port Said University,Egypt,13.1,10.0,57.0,27.9,47.2,31.04,1296
Kansai Medical University,Japan,28.3,11.2,49.6,45.5,20.5,31.02,1297
"Indian Institute of Science Education and Research, Pune",India,39.2,17.3,32.2,28.8,37.5,31.0,1298
Yamaguchi University,Japan,28.2,13.9,22.3,58.2,32.0,30.920000000000005,1299
Mendel University in Brno,Czechia,19.2,19.3,36.1,21.9,58.1,30.919999999999998,1300
University of Kragujevac,Serbia,23.8,11.3,60.1,27.0,32.3,30.9,1301
Chung Shan Medical University,Taiwan,19.7,21.6,28.5,63.0,21.6,30.880000000000003,1302
Shahrood University of Technology,Iran,28.2,16.6,49.3,22.3,37.9,30.859999999999996,1303
"Vietnam National University, Hanoi",Vietnam,18.6,12.0,51.8,24.6,47.2,30.839999999999996,1304
Diego Portales University,Chile,15.8,11.9,53.8,18.4,54.3,30.839999999999996,1305
Indian Institute of Technology Mandi,India,35.2,13.8,51.0,25.8,28.4,30.839999999999996,1306
Necmettin Erbakan University,Turkey,37.3,15.0,37.6,24.1,40.1,30.82,1307
Universidad del Desarrollo,Chile,17.4,11.7,50.6,22.1,52.2,30.8,1308
Tokai University,Japan,18.1,12.8,45.9,45.6,31.5,30.78,1309
Riga Stradiņš University,Latvia,17.5,15.7,31.0,24.3,65.4,30.78,1310
