2024 RANK,2023 RANK,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,rank_order,rank,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_student_pct,stats_proportion_of_isr,subjects_offered,University_Name,Master_Country
1100.5,1100.5,L,FC,HI,5,A,12.1,601.0,6.5,601.0,15.9,701.0,7.8,701,1.2,701.0,1.6,701.0,15.3,591.0,6.3,701.0,4.1,701.0,0.0,6180.0,700.5,0.0,6180.0,47.2,171.0,16.4,1013.0,66.4,641.0,26.8,1267.0,25.0,1704.0,12620.0,8.0,3.0,43.0,23.0,"Other Health,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Chemistry,Medicine & Dentistry,Law,Biological Sciences,Sociology,Archaeology,Communication & Media Studies,Business & Management,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Veterinary Science,Education,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Geography,History, Philosophy & Theology,Mathematics & Statistics,Psychology",Banaras Hindu University,India
281.0,235.0,L,CO,VH,5,A,41.0,203.0,65.6,122.0,65.6,208.0,2.5,701,84.4,213.0,2.3,701.0,1.2,701.0,35.7,209.0,21.2,533.0,36.6,12260.0,1350.5,0.0,12260.0,23.7,1098.0,17.1,961.0,29.2,1461.0,29.4,1196.0,38.5,1170.0,27774.0,15.3,3.0,43.0,45.0,"Art, Performing Arts & Design,Chemical Engineering,Chemistry,General Engineering,Physics & Astronomy,Accounting & Finance,Computer Science,Mathematics & Statistics,Law,Archaeology,Biological Sciences,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,History, Philosophy & Theology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Civil Engineering,Sport Science,Psychology,Other Health,Communication & Media Studies",Bandung Institute of Technology (ITB),Indonesia
481.0,625.5,M,FC,VH,5,A,8.8,601.0,5.3,601.0,14.9,701.0,39.7,346,42.2,391.0,55.4,267.0,24.6,503.0,13.0,661.0,87.4,108.0,23.9,4060.0,450.5,0.0,4060.0,27.6,830.0,25.3,595.0,72.7,490.0,64.3,559.0,88.2,148.0,8130.0,14.8,23.0,61.0,25.0,"Computer Science,Geography,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Law,Art, Performing Arts & Design,Sport Science,Languages, Literature & Linguistics,Communication & Media Studies,Other Health,Biological Sciences,Business & Management,Agriculture & Forestry,Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Accounting & Finance,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology",Bangor University,United Kingdom
545.0,505.5,L,FC,VH,4,A,8.0,601.0,5.3,601.0,7.8,701.0,62.2,194,47.9,366.0,2.9,701.0,10.2,667.0,15.2,554.0,28.4,463.0,21.5,5150.0,550.5,0.0,5150.0,30.0,684.0,34.1,374.0,54.1,913.0,85.8,197.0,46.8,896.0,19599.0,19.0,4.0,61.0,24.0,"Medicine & Dentistry,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sport Science,General Engineering,Computer Science,Economics & Econometrics,Law,Civil Engineering,Chemistry,History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Agriculture & Forestry,Geography,Accounting & Finance,Education,Sociology,Physics & Astronomy,Architecture,Mathematics & Statistics,Veterinary Science,Archaeology,Business & Management,Psychology,Chemical Engineering",Bar-Ilan University,Israel
319.0,230.0,L,CO,VH,5,A,31.3,279.0,44.4,202.0,100.0,18.0,1.4,701,53.6,343.0,58.9,256.0,1.0,701.0,12.2,701.0,10.5,663.0,33.2,4070.0,450.5,0.0,4070.0,71.7,38.0,43.9,203.0,22.1,1637.0,51.7,780.0,59.3,597.0,16061.0,6.6,18.0,42.0,49.0,"Other Health,Veterinary Science,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Law,Business & Management,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Sport Science,General Engineering",Bauman Moscow State Technical University,Russia
1100.5,1100.5,L,CO,VH,5,B,6.1,601.0,16.8,514.0,11.7,701.0,8.3,701,2.4,701.0,3.8,701.0,3.5,701.0,12.8,673.0,3.8,701.0,0.0,6210.0,700.5,0.0,6210.0,39.2,328.0,19.7,829.0,61.3,747.0,54.8,729.0,38.6,1167.0,20859.0,19.0,6.0,61.0,27.0,"History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Biological Sciences,Business & Management,General Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Education,Agriculture & Forestry,Sport Science,Law,Computer Science,Mathematics & Statistics,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology",Baylor University,United States
340.0,355.0,L,FO,VH,4,A,22.7,385.0,18.1,484.0,41.1,381.0,76.4,125,3.1,701.0,4.2,701.0,17.1,572.0,14.1,599.0,23.7,506.0,32.1,2520.0,275.5,0.0,2520.0,45.1,201.0,44.0,200.0,74.7,444.0,82.1,237.0,36.8,1252.0,34050.0,13.4,8.0,54.0,45.0,"Sociology,Chemistry,History, Philosophy & Theology,Chemical Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Biological Sciences,Law,Geology, Environmental, Earth & Marine Sciences,Psychology,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Education,Computer Science,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Mechanical & Aerospace Engineering",Beijing Institute of Technology,China (Mainland)
387.0,288.0,L,FO,VH,5,A,26.6,327.0,42.5,219.0,95.3,61.0,1.3,701,4.1,701.0,49.9,294.0,3.4,701.0,24.5,341.0,1.4,701.0,28.3,12280.0,1350.5,0.0,12280.0,25.5,970.0,11.5,1459.0,17.0,1733.0,55.4,719.0,66.8,450.0,23030.0,7.6,19.0,62.0,41.0,"Computer Science,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering",Belarusian State University,Belarus
1300.5,1100.5,XL,FC,HI,5,A,15.3,569.0,6.5,601.0,3.2,701.0,2.0,701,2.9,701.0,1.3,701.0,1.3,701.0,6.5,701.0,3.0,701.0,0.0,15520.0,1501.0,0.0,15520.0,15.6,1723.0,9.5,1706.0,17.1,1730.0,19.4,1565.0,37.7,1210.0,79695.0,45.2,1.0,52.0,36.0,"Medicine & Dentistry,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Architecture,Chemical Engineering,Sociology,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Psychology,Other Health,Agriculture & Forestry,Communication & Media Studies,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Law,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education",Benemérita Universidad Autónoma de Puebla,Mexico
502.0,565.5,M,CO,VH,3,B,22.2,396.0,44.9,196.0,17.2,701.0,12.9,679,72.0,264.0,5.7,701.0,4.1,701.0,14.3,588.0,14.2,621.0,23.1,6240.0,700.5,0.0,6240.0,27.8,814.0,26.0,570.0,48.8,1046.0,91.4,152.0,70.0,407.0,9109.0,14.8,8.0,46.0,36.0,"Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Mechanical & Aerospace Engineering,Archaeology,Psychology,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Law",Bilkent University,Turkey
374.0,343.0,M,FO,VH,5,A,10.8,601.0,3.5,601.0,14.1,701.0,65.1,172,97.5,123.0,98.0,62.0,9.1,692.0,12.3,701.0,12.0,642.0,29.7,3040.0,325.5,0.0,3040.0,34.7,472.0,29.7,480.0,78.0,366.0,63.5,577.0,92.4,95.0,7610.0,12.5,41.0,57.0,24.0,"History, Philosophy & Theology,Education,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geography,Accounting & Finance,Economics & Econometrics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sociology,Law,Languages, Literature & Linguistics,Archaeology,Psychology,Art, Performing Arts & Design,Communication & Media Studies","Birkbeck, University of London",United Kingdom
975.5,1100.5,L,CO,VH,5,B,9.1,601.0,14.4,571.0,7.3,701.0,17.3,596,1.8,701.0,2.6,701.0,2.2,701.0,24.0,352.0,7.9,701.0,0.0,8250.0,900.5,0.0,8250.0,23.7,1099.0,17.0,972.0,67.4,613.0,31.7,1147.0,25.1,1703.0,16339.0,16.2,2.0,54.0,43.0,"Law,Mathematics & Statistics,Mechanical & Aerospace Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Psychology,Biological Sciences,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,Other Health,Communication & Media Studies,Business & Management,Economics & Econometrics,History, Philosophy & Theology,Accounting & Finance,Computer Science,Art, Performing Arts & Design,Agriculture & Forestry","Birla Institute of Technology and Science, Pilani",India
567.0,481.0,S,FO,VH,3,B,4.7,601.0,5.2,601.0,44.1,356.0,22.8,518,87.7,195.0,93.6,96.0,1.1,701.0,11.7,701.0,1.1,701.0,20.8,4080.0,450.5,0.0,4080.0,28.2,796.0,23.1,682.0,82.5,271.0,23.1,1398.0,82.3,218.0,3170.0,11.2,34.0,54.0,11.0,"Sport Science,Psychology,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Law,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Sociology,Accounting & Finance,Biological Sciences,Languages, Literature & Linguistics",Bond University,Australia
635.5,565.5,L,CO,VH,5,B,20.5,426.0,12.9,601.0,19.3,684.0,21.5,535,12.0,701.0,18.3,568.0,9.1,694.0,38.4,189.0,15.9,596.0,0.0,2540.0,275.5,0.0,2540.0,43.5,229.0,30.5,454.0,84.6,219.0,60.7,629.0,57.8,627.0,13156.0,14.9,10.0,55.0,21.0,"Business & Management,Physics & Astronomy,Sociology,Psychology,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Law,Biological Sciences,Computer Science,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Mathematics & Statistics,Accounting & Finance",Boston College,United States
93.0,108.0,L,FC,VH,5,B,61.7,113.0,68.3,109.0,32.7,485.0,60.1,204,21.6,576.0,87.5,132.0,72.6,187.0,68.6,76.0,85.9,113.0,61.4,780.0,78.0,70.1,780.0,59.6,76.0,54.1,115.0,94.3,56.0,76.4,311.0,74.1,348.0,26677.0,10.8,29.0,58.0,16.0,"Electrical & Electronic Engineering,Architecture,Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,General Engineering,Law,Archaeology,Sociology,History, Philosophy & Theology,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Psychology,Business & Management,Physics & Astronomy,Computer Science,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,Geography,Other Health,Economics & Econometrics",Boston University,United States
735.5,900.5,L,CO,HI,3,A,5.7,601.0,8.3,601.0,6.1,701.0,17.4,594,81.2,224.0,50.1,293.0,23.3,515.0,10.0,701.0,18.4,560.0,0.0,4090.0,450.5,0.0,4090.0,23.2,1133.0,21.1,763.0,86.7,178.0,38.4,1014.0,89.0,138.0,14260.0,19.1,21.0,53.0,21.0,"General Engineering,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Education,Computer Science,Law,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Sociology,Chemistry,Sport Science,Medicine & Dentistry,Biological Sciences,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Accounting & Finance,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Geography",Bournemouth University,United Kingdom
514.0,725.5,L,CO,HI,5,A,23.0,378.0,58.4,138.0,4.0,701.0,14.3,649,11.1,701.0,2.6,701.0,4.9,701.0,52.7,121.0,6.2,701.0,22.7,6260.0,700.5,0.0,6260.0,26.1,930.0,26.6,551.0,57.4,833.0,59.6,654.0,50.6,787.0,12877.0,23.5,2.0,45.0,44.0,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Biological Sciences,Law,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Chemistry,Accounting & Finance,Physics & Astronomy,Education",Boğaziçi University,Turkey
665.5,497.0,M,CO,VH,4,B,9.8,601.0,4.3,601.0,49.9,311.0,16.3,609,26.2,521.0,70.6,207.0,1.4,701.0,17.4,477.0,1.5,701.0,0.0,2550.0,275.5,0.0,2550.0,36.7,401.0,28.3,508.0,84.6,220.0,64.2,561.0,81.4,234.0,4791.0,11.6,33.0,59.0,27.0,"Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Education,Accounting & Finance,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Business & Management,Art, Performing Arts & Design,Sociology,Psychology,Chemistry",Brandeis University,United States
615.5,725.5,L,FO,VH,5,A,13.1,601.0,34.7,280.0,22.7,623.0,6.7,701,9.0,701.0,70.9,204.0,38.6,387.0,14.2,597.0,2.7,701.0,0.0,10260.0,1100.5,0.0,10260.0,22.2,1208.0,19.3,847.0,39.0,1240.0,70.3,424.0,58.3,619.0,18137.0,15.5,25.0,28.0,45.0,"Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,General Engineering,Accounting & Finance,Business & Management,Computer Science,Chemical Engineering,Art, Performing Arts & Design,Sport Science,Civil Engineering,Electrical & Electronic Engineering,Chemistry",Brno University of Technology,Czech Republic
73.0,63.0,M,FC,VH,5,B,58.3,131.0,42.4,221.0,77.8,145.0,85.9,89,84.5,212.0,52.0,279.0,58.3,258.0,74.8,59.0,70.4,201.0,66.4,640.0,64.0,73.0,640.0,69.8,43.0,59.6,87.0,89.7,130.0,69.3,449.0,72.1,375.0,9781.0,10.3,19.0,54.0,17.0,"General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Architecture,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Chemical Engineering,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies)",Brown University,United States
343.0,412.0,L,CO,VH,4,A,11.3,601.0,13.3,601.0,7.9,701.0,44.2,303,99.7,84.0,99.6,39.0,56.9,269.0,18.5,450.0,62.8,235.0,31.9,3570.0,375.5,0.0,3570.0,25.2,987.0,26.5,556.0,80.7,307.0,60.1,643.0,98.4,4.0,14130.0,17.9,40.0,47.0,35.0,"Civil Engineering,Psychology,Biological Sciences,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Business & Management,Computer Science,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Education,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Sociology",Brunel University London,United Kingdom
745.5,900.5,L,FO,VH,5,A,14.3,601.0,19.4,464.0,15.2,701.0,8.9,701,2.5,701.0,18.8,562.0,25.4,493.0,25.0,329.0,40.8,360.0,0.0,12380.0,1350.5,0.0,12380.0,22.2,1209.0,18.3,900.0,35.8,1307.0,59.3,657.0,37.6,1216.0,18621.0,16.9,13.0,31.0,50.0,"Architecture,Geology, Environmental, Earth & Marine Sciences,Chemistry,General Engineering,Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Accounting & Finance,Chemical Engineering,Computer Science,Education,Mechanical & Aerospace Engineering,Business & Management,Civil Engineering,Psychology",Budapest University of Technology and Economics,Hungary
655.5,1100.5,XL,CO,VH,2,A,10.4,601.0,29.2,333.0,14.4,701.0,13.9,658,1.6,701.0,1.6,701.0,62.6,229.0,8.1,701.0,50.9,301.0,0.0,6370.0,700.5,0.0,6370.0,17.9,1555.0,16.6,999.0,88.2,151.0,30.5,1171.0,50.0,803.0,34323.0,16.0,1.0,42.0,40.0,"Physics & Astronomy,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Psychology,General Engineering,Chemical Engineering,Biological Sciences,Business & Management,Other Health,Communication & Media Studies,Geography",COMSATS University Islamabad,Pakistan
875.5,775.5,M,FO,VH,1,A,3.4,601.0,2.7,601.0,41.9,376.0,6.5,701,54.3,340.0,45.1,321.0,8.1,701.0,7.4,701.0,9.6,678.0,0.0,8500.0,900.5,0.0,8500.0,23.8,1092.0,25.3,596.0,44.4,1138.0,56.6,708.0,92.7,89.0,16082.0,19.5,26.0,52.0,43.0,"Law,Accounting & Finance,Chemical Engineering,Electrical & Electronic Engineering,Sociology,Biological Sciences,Geography,Physics & Astronomy,Business & Management,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Civil Engineering,Chemistry,Art, Performing Arts & Design",CY Cergy Paris University,France
371.0,555.5,XL,FC,VH,5,A,43.7,193.0,33.2,297.0,8.0,701.0,2.8,701,2.7,701.0,6.2,701.0,48.7,321.0,72.5,63.0,78.6,157.0,29.9,8300.0,900.5,0.0,8300.0,25.0,1004.0,18.5,888.0,59.9,786.0,39.2,1000.0,45.4,947.0,202915.0,30.9,5.0,60.0,22.0,"Art, Performing Arts & Design,History, Philosophy & Theology,Civil Engineering,Archaeology,Agriculture & Forestry,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Sociology,Chemical Engineering,Law,Other Health,Mathematics & Statistics,Education,Architecture,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,General Engineering,Sport Science,Psychology,Computer Science,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,Economics & Econometrics",Cairo University,Egypt
1100.5,1100.5,L,CO,HI,4,A,5.7,601.0,2.1,601.0,5.8,701.0,4.1,701,35.9,447.0,72.8,194.0,1.0,701.0,8.6,701.0,1.0,701.0,0.0,10300.0,1100.5,0.0,10300.0,20.7,1319.0,13.8,1222.0,44.6,1132.0,18.0,1665.0,59.6,593.0,11155.0,20.1,15.0,68.0,11.0,"Art, Performing Arts & Design,Chemical Engineering,Education,Economics & Econometrics,Accounting & Finance,Veterinary Science,History, Philosophy & Theology,Biological Sciences,General Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geography,Mechanical & Aerospace Engineering,Computer Science,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Communication & Media Studies,Archaeology,Psychology,Business & Management,Sport Science,Other Health,Sociology",Canterbury Christ Church University,United Kingdom
154.0,166.0,L,FC,VH,5,A,46.5,176.0,48.3,181.0,33.7,474.0,39.6,347,84.0,217.0,70.6,206.0,81.6,138.0,18.9,442.0,97.9,25.0,50.5,1900.0,190.0,59.3,1900.0,35.5,444.0,39.6,252.0,91.9,94.0,70.4,419.0,92.5,92.0,28815.0,15.0,27.0,58.0,24.0,"Communication & Media Studies,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Economics & Econometrics,Computer Science,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Sociology,Civil Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Law,Other Health,Archaeology,Business & Management,Education,Electrical & Electronic Engineering,Geography,General Engineering,Chemical Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Mechanical & Aerospace Engineering,Accounting & Finance,Psychology,Art, Performing Arts & Design",Cardiff University,United Kingdom
