university,year_QS,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,University_Standard,year_THE,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
Silesian University of Technology,2022,801-1000,,https://www.topuniversities.com/universities/silesian-university-technology,Poland,Gliwice,Europe,https://www.topuniversities.com/sites/default/files/silesian-university-of-technology-in-gliwice_592560e59988f300e2321be1_small.jpg,Public,Very High,11.0,270,L,1.632,Silesian University of Technology,2022,1201+,Silesian University of Technology,Poland,10.6–22.3,17.6,12.6,21.8,41.4,19.7,
Slovak University of Technology in Bratislava,2022,801-1000,,https://www.topuniversities.com/universities/slovak-university-technology-bratislava,Slovakia,Bratislava,Europe,https://www.topuniversities.com/sites/default/files/slovak-university-of-technology-in-bratislava_592560cf2aeae70239af567c_small.jpg,Public,Very High,10.0,375,L,1.255,Slovak University of Technology in Bratislava,2022,1201+,Slovak University of Technology in Bratislava,Slovakia,10.6–22.3,21.7,11.2,8.1,38.3,30.0,
Sophia University,2022,801-1000,,https://www.topuniversities.com/universities/sophia-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/sophia-university-_592560cf2aeae70239af4e86_small.jpg,Private,High,13.0,1.786,L,1.071,Sophia University,2022,1201+,Sophia University,Japan,10.6–22.3,21.8,10.4,10.3,35.4,44.1,
TU Dortmund University,2022,801-1000,,https://www.topuniversities.com/universities/tu-dortmund-university,Germany,Dortmund,Europe,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,Public,Very High,11.0,2.405,L,2.137,TU Dortmund University,2022,401–500,TU Dortmund University,Germany,40.9–44.0,37.3,42.7,49.8,48.5,42.9,
Technological University Dublin,2022,801-1000,,https://www.topuniversities.com/universities/technological-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg,Public,High,15.0,4.118,L,1.445,Technological University Dublin,2022,1001–1200,Technological University Dublin,Ireland,22.4–27.1,17.0,12.0,30.8,35.1,71.3,
Texas Tech University,2022,801-1000,,https://www.topuniversities.com/universities/texas-tech-university,United States,Lubbock,North America,https://www.topuniversities.com/sites/default/files/texas-tech-university_592560cf2aeae70239af51b2_small.jpg,Public,High,19.0,2.196,XL,1.772,Texas Tech University,2022,601–800,Texas Tech University,United States,32.0–37.9,27.9,19.1,48.0,36.1,52.8,
Tokyo University of Science,2022,801-1000,,https://www.topuniversities.com/universities/tokyo-university-science,Japan,Kagurazaka,Asia,https://www.topuniversities.com/sites/default/files/tokyo-university-of-science_14169_small.jpg,Private,Very High,16.0,555,L,1.136,Tokyo University of Science,2022,1201+,Tokyo University of Science,Japan,10.6–22.3,23.6,23.1,13.8,46.8,23.0,
Universidad Nacional Mayor de San Marcos,2022,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,Public,Medium,23.0,,XL,1.539,Universidad Nacional Mayor de San Marcos,2022,1201+,Universidad Nacional Mayor de San Marcos,Peru,10.6–22.3,16.4,9.3,4.0,34.8,39.5,
Universidade Federal de Santa Catarina,2022,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11.0,593,XL,2.952,Universidade Federal de Santa Catarina,2022,801–1000,Universidade Federal de Santa Catarina,Brazil,27.2–31.9,28.1,13.8,47.1,44.4,30.9,
Universitas Padjadjaran,2022,801-1000,,https://www.topuniversities.com/universities/universitas-padjadjaran,Indonesia,Bandung,Asia,https://www.topuniversities.com/sites/default/files/universitas-padjadjaran_592560cf2aeae70239af4e3c_small.jpg,Public,Very High,10.0,314,XL,3.116,Universitas Padjadjaran,2022,1201+,Universitas Padjadjaran,Indonesia,10.6–22.3,23.7,9.8,15.2,39.5,26.7,
Universiti Malaysia Perlis,2022,801-1000,,https://www.topuniversities.com/universities/universiti-malaysia-perlis,Malaysia,Kangar,Asia,https://www.topuniversities.com/sites/default/files/211013053423am634196logo-UniMAP-48x48.jpg,Public,Very High,10.0,477,M,1.127,Universiti Malaysia Perlis,2022,1001–1200,Universiti Malaysia Perlis,Malaysia,22.4–27.1,20.0,10.6,46.3,35.1,29.3,
Universiti Tunku Abdul Rahman (UTAR),2022,801-1000,,https://www.topuniversities.com/universities/universiti-tunku-abdul-rahman-utar,Malaysia,Sungai Long,Asia,https://www.topuniversities.com/sites/default/files/universiti-tunku-abdul-rahman-utar_592560cf2aeae70239af5243_small.jpg,Private,Medium,16.0,342,L,1.124,Universiti Tunku Abdul Rahman (UTAR),2022,1001–1200,Universiti Tunku Abdul Rahman (UTAR),Malaysia,22.4–27.1,16.6,14.2,34.5,38.4,34.2,
University of Alicante,2022,801-1000,,https://www.topuniversities.com/universities/university-alicante,Spain,Alicante,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-alicante_592560cf2aeae70239af5067_small.jpg,Public,Very High,12.0,2.286,L,1.838,University of Alicante,2022,1201+,University of Alicante,Spain,10.6–22.3,20.0,17.1,23.5,36.9,39.5,
University of Baghdad,2022,801-1000,,https://www.topuniversities.com/universities/university-baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,Public,High,10.0,96,XL,6.696,University of Baghdad,2022,1201+,University of Baghdad,Iraq,10.6–22.3,20.3,8.7,14.3,35.4,19.5,
University of Bahrain,2022,801-1000,,https://www.topuniversities.com/universities/university-bahrain,Bahrain,Zallaq,Asia,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,Public,Medium,13.0,2.993,L,1.283,University of Bahrain,2022,Reporter,University of Bahrain,Bahrain,,,,,,,
University of Brighton,2022,801-1000,,https://www.topuniversities.com/universities/university-brighton,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-brighton_592560cf2aeae70239af4d45_small.jpg,Public,High,15.0,3.215,L,993,University of Brighton,2022,601–800,University of Brighton,United Kingdom,32.0–37.9,19.8,15.5,54.4,35.2,76.6,
University of Calcutta,2022,801-1000,,https://www.topuniversities.com/universities/university-calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,Public,Very High,20.0,103,L,773,University of Calcutta,2022,1201+,University of Calcutta,India,10.6–22.3,35.7,11.9,14.9,43.5,16.4,
University of Dhaka,2022,801-1000,,https://www.topuniversities.com/universities/university-dhaka,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,Public,Medium,15.0,48,XL,2.268,University of Dhaka,2022,801–1000,University of Dhaka,Bangladesh,27.2–31.9,16.3,8.4,61.8,35.2,42.6,
University of East London,2022,801-1000,,https://www.topuniversities.com/universities/university-east-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,Public,High,22.0,5.472,L,582,University of East London,2022,801–1000,University of East London,United Kingdom,27.2–31.9,23.5,15.1,32.3,35.0,80.9,
University of Engineering & Technology (UET) Lahore,2022,801-1000,,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,Public,Very High,13.0,681,L,1.020,University of Engineering & Technology (UET) Lahore,2022,1201+,University of Engineering & Technology (UET) Lahore,Pakistan,10.6–22.3,17.2,9.2,31.2,34.8,45.5,
University of Hertfordshire,2022,801-1000,,https://www.topuniversities.com/universities/university-hertfordshire,United Kingdom,Hatfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg,Public,High,17.0,7.499,L,1.234,University of Hertfordshire,2022,601–800,University of Hertfordshire,United Kingdom,32.0–37.9,18.8,12.9,51.1,35.3,84.3,
University of Lincoln,2022,801-1000,,https://www.topuniversities.com/universities/university-lincoln,United Kingdom,Lincoln,Europe,https://www.topuniversities.com/sites/default/files/university-of-lincoln_592560cf2aeae70239af50f6_small.jpg,Public,High,16.0,1.477,L,959,University of Lincoln,2022,501–600,University of Lincoln,United Kingdom,38.1–40.8,17.2,16.0,79.9,35.5,73.3,
University of Lodz,2022,801-1000,,https://www.topuniversities.com/universities/university-lodz,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,Public,Very High,10.0,1.759,L,2.099,University of Lodz,2022,1201+,University of Lodz,Poland,10.6–22.3,19.4,14.2,13.3,35.2,32.3,
University of Malta,2022,801-1000,,https://www.topuniversities.com/universities/university-malta,Malta,Msida,Europe,https://www.topuniversities.com/sites/default/files/university-of-malta_592560cf2aeae70239af581a_small.jpg,Public,High,10.0,816,M,900,University of Malta,2022,801–1000,University of Malta,Malta,27.2–31.9,19.4,16.3,52.9,35.2,59.1,
University of Maribor,2022,801-1000,,https://www.topuniversities.com/universities/university-maribor,Slovenia,Maribor,Europe,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,Public,High,10.0,859,L,1.248,University of Maribor,2022,1001–1200,University of Maribor,Slovenia,22.4–27.1,18.3,16.8,28.3,41.3,39.3,
University of Murcia,2022,801-1000,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11.0,1.720,L,2.466,University of Murcia,2022,1001–1200,University of Murcia,Spain,22.4–27.1,19.5,15.7,37.1,37.0,40.7,
University of Palermo,2022,801-1000,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,Public,Very High,20.0,504,L,1.434,University of Palermo,2022,601–800,University of Palermo,Italy,32.0–37.9,17.3,20.1,60.1,35.5,31.4,
University of Parma,2022,801-1000,,https://www.topuniversities.com/universities/university-parma,Italy,Parma,Europe,https://www.topuniversities.com/sites/default/files/university-of-parma_592560cf2aeae70239af536e_small.jpg,Public,High,28.0,"1,801",L,"1,007",University of Parma,2022,601–800,University of Parma,Italy,32.0–37.9,18.7,21.6,69.8,40.9,37.7,
University of Patras,2022,801-1000,,https://www.topuniversities.com/universities/university-patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,Public,High,30.0,"1,126",L,865,University of Patras,2022,801–1000,University of Patras,Greece,27.2–31.9,18.1,13.4,47.0,40.3,38.2,
University of Salerno,2022,801-1000,,https://www.topuniversities.com/universities/university-salerno,Italy,Fisciano,Europe,https://www.topuniversities.com/sites/default/files/university-of-salerno_592560cf2aeae70239af51f9_small.jpg,Public,Very High,22.0,455,L,"1,174",University of Salerno,2022,401–500,University of Salerno,Italy,40.9–44.0,17.9,22.4,85.1,37.8,35.2,
University of Salford,2022,801-1000,,https://www.topuniversities.com/universities/university-salford,United Kingdom,Salford,Europe,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,Public,High,17.0,"3,783",L,"1,124",University of Salford,2022,801–1000,University of Salford,United Kingdom,27.2–31.9,20.5,16.3,42.1,36.3,71.6,
University of Seoul,2022,801-1000,,https://www.topuniversities.com/universities/university-seoul,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,Public,Very High,11.0,528,M,787,University of Seoul,2022,1001–1200,University of Seoul,South Korea,22.4–27.1,25.2,18.8,26.8,40.4,29.3,
University of Texas at San Antonio,2022,801-1000,,https://www.topuniversities.com/universities/university-texas-san-antonio,United States,San Antonio,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-san-antonio_592560cf2aeae70239af5379_small.jpg,Public,Very High,22.0,775,L,"1,182",University of Texas at San Antonio,2022,601–800,The University of Texas at San Antonio,United States,32.0–37.9,19.8,20.1,70.3,37.1,38.9,
University of Wyoming,2022,801-1000,,https://www.topuniversities.com/universities/university-wyoming,United States,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,Public,Very High,12.0,564,M,904,University of Wyoming,2022,601–800,University of Wyoming,United States,32.0–37.9,30.4,13.4,54.3,36.9,35.8,
University of the Punjab,2022,801-1000,,https://www.topuniversities.com/universities/university-punjab,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-punjab_592560cf2aeae70239af4f07_small.jpg,Public,Very High,20.0,180,L,"1,340",University of the Punjab,2022,1001–1200,University of the Punjab,Pakistan,22.4–27.1,22.5,13.1,28.8,35.5,35.8,
University of Žilina,2022,801-1000,,https://www.topuniversities.com/universities/university-zilina,Slovakia,Zilina,Europe,https://www.topuniversities.com/sites/default/files/university-of-zilina_592560df9988f300e23208a4_small.jpg,Public,Very High,10.0,224,M,750,University of Žilina,2022,1001–1200,University of Žilina,Slovakia,22.4–27.1,20.9,16.8,34.9,40.3,32.8,
Verona University,2022,801-1000,,https://www.topuniversities.com/universities/verona-university,Italy,Verona,Europe,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,Public,High,18.0,726,L,904,Verona University,2022,401–500,Verona University,Italy,40.9–44.0,29.2,22.7,76.1,45.8,42.4,
"Vietnam National University, Hanoi",2022,801-1000,,https://www.topuniversities.com/universities/vietnam-national-university-hanoi,Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg,Public,High,14.0,545,XL,"2,919","Vietnam National University, Hanoi",2022,1001–1200,"Vietnam National University, Hanoi",Vietnam,22.4–27.1,19.4,10.5,41.5,36.6,45.6,
Vytautas Magnus University,2022,801-1000,,https://www.topuniversities.com/universities/vytautas-magnus-university,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,Public,Very High,11.0,994,M,686,Vytautas Magnus University,2022,1201+,Vytautas Magnus University,Lithuania,10.6–22.3,18.4,13.0,11.2,34.9,76.2,
Yamaguchi University,2022,801-1000,,https://www.topuniversities.com/universities/yamaguchi-university,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,Public,High,9.0,350,M,"1,113",Yamaguchi University,2022,1201+,Yamaguchi University,Japan,10.6–22.3,21.6,12.4,14.0,42.0,29.5,
Yeungnam University,2022,801-1000,,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,Private,High,14.0,"1,661",L,"1,478",Yeungnam University,2022,801–1000,Yeungnam University,South Korea,27.2–31.9,20.1,14.1,50.6,41.1,39.5,
Yokohama National University,2022,801-1000,,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,Public,Very High,13.0,839,M,760,Yokohama National University,2022,1201+,Yokohama National University,Japan,10.6–22.3,22.6,17.6,13.7,52.9,30.3,
Al-Azhar University,2022,1001-1200,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16.0,"20,664",XL,"18,933",Al-Azhar University,2022,1001–1200,Al-Azhar University,Egypt,22.4–27.1,14.4,9.3,41.5,34.8,47.4,
Alexandria University,2022,1001-1200,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19.0,"5,325",XL,"9,852",Alexandria University,2022,1001–1200,Alexandria University,Egypt,22.4–27.1,18.5,12.8,43.8,38.6,45.4,
Aligarh Muslim University,2022,1001-1200,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,Public,Very High,12.0,386,L,"1,535",Aligarh Muslim University,2022,801–1000,Aligarh Muslim University,India,27.2–31.9,30.2,12.6,47.4,39.3,25.3,
Amrita Vishwa Vidyapeetham,2022,1001-1200,,https://www.topuniversities.com/universities/amrita-vishwa-vidyapeetham,India,Amritapuri,Asia,https://www.topuniversities.com/sites/default/files/new-white-logo-with-bg-color-48x48.jpg,Private,High,11.0,273,L,"1,696",Amrita Vishwa Vidyapeetham,2022,801–1000,Amrita Vishwa Vidyapeetham,India,27.2–31.9,25.2,17.3,43.5,58.8,40.5,
Anadolu University,2022,1001-1200,,https://www.topuniversities.com/universities/anadolu-university,Turkey,Eskisehir,Asia,https://www.topuniversities.com/sites/default/files/anadolu-university_592560cf2aeae70239af5a3c_small.jpg,Public,Very High,14.0,730,L,"1,509",Anadolu University,2022,1201+,Anadolu University,Turkey,10.6–22.3,23.9,11.8,23.2,38.8,21.3,
Assiut University,2022,1001-1200,,https://www.topuniversities.com/universities/assiut-university,Egypt,Asyut,Africa,https://www.topuniversities.com/sites/default/files/assiut-university-_592560cf2aeae70239af4f3a_small.jpg,Public,High,14.0,"1,462",XL,"5,222",Assiut University,2022,1001–1200,Assiut University,Egypt,22.4–27.1,17.0,9.7,40.3,34.8,46.8,
Athens University of Economics and Business,2022,1001-1200,,https://www.topuniversities.com/universities/athens-university-economics-business,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg,Public,Very High,45.0,564,M,233,Athens University of Economics and Business,2022,801–1000,Athens University of Economics and Business,Greece,27.2–31.9,19.7,23.8,45.2,38.5,47.9,
Azerbaijan State University of Economics,2022,1001-1200,,https://www.topuniversities.com/universities/azerbaijan-state-university-economics,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/azerbaijan-state-university-of-economics_14955_small.jpg,Public,Medium,12.0,362,L,"1,451",Azerbaijan State University of Economics,2022,Reporter,Azerbaijan State University of Economics,Azerbaijan,,,,,,,
Baku State University,2022,1001-1200,,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,Public,High,11.0,364,L,"2,106",Baku State University,2022,1201+,Baku State University,Azerbaijan,10.6–22.3,16.8,7.6,6.6,34.8,41.1,
Banaras Hindu University,2022,1001-1200,,https://www.topuniversities.com/universities/banaras-hindu-university,India,Varanasi,Asia,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,Public,High,18.0,436,XL,"5,525",Banaras Hindu University,2022,601–800,Banaras Hindu University,India,32.0–37.9,35.4,18.2,58.4,34.9,18.9,
Baylor University,2022,1001-1200,,https://www.topuniversities.com/universities/baylor-university,United States,Waco,North America,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,Private,Very High,13.0,777,L,"1,294",Baylor University,2022,801–1000,Baylor University,United States,27.2–31.9,32.4,18.1,42.4,35.3,34.6,
Belarusian State University of Informatics and Radioelectronics,2022,1001-1200,,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg,Public,Medium,20.0,417,L,703,Belarusian State University of Informatics and Radioelectronics,2022,Reporter,Belarusian State University of Informatics and Radioelectronics,Belarus,,,,,,,
Benemérita Universidad Autónoma de Puebla,2022,1001-1200,,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,Public,Medium,32.0,283,XL,"2,414",Benemérita Universidad Autónoma de Puebla,2022,1201+,Benemérita Universidad Autónoma de Puebla,Mexico,10.6–22.3,13.9,8.9,12.2,34.8,29.0,
"Birla Institute of Technology and Science, Pilani",2022,1001-1200,,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,Private,Very High,18.0,289,L,776,"Birla Institute of Technology and Science, Pilani",2022,801–1000,"Birla Institute of Technology and Science, Pilani",India,27.2–31.9,20.0,11.1,53.6,36.0,18.8,
Birmingham City University,2022,1001-1200,,https://www.topuniversities.com/universities/birmingham-city-university,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/birmingham-city-university-_592560cf2aeae70239af4af8_small.jpg,Public,High,16.0,"6,130",L,"1,417",Birmingham City University,2022,501–600,Birmingham City University,United Kingdom,38.1–40.8,17.1,10.8,81.2,34.9,66.9,
British University in Egypt,2022,1001-1200,,https://www.topuniversities.com/universities/british-university-egypt,Egypt,Sharqia,Africa,https://www.topuniversities.com/sites/default/files/british-university-in-egypt_592560e29988f300e232122d_small.jpg,Private,High,14.0,319,M,786,British University in Egypt,2022,Reporter,The British University in Egypt,Egypt,,,,,,,
COMSATS University Islamabad,2022,1001-1200,,https://www.topuniversities.com/universities/comsats-university-islamabad,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg,Public,Very High,15.0,417,XL,"2,264",COMSATS University Islamabad,2022,801–1000,COMSATS University Islamabad,Pakistan,27.2–31.9,16.8,10.3,61.3,34.9,46.1,
Canterbury Christ Church University,2022,1001-1200,,https://www.topuniversities.com/universities/canterbury-christ-church-university,United Kingdom,Bexleyheath,Europe,https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg,Public,High,17.0,"1,522",M,674,Canterbury Christ Church University,2022,1001–1200,Canterbury Christ Church University,United Kingdom,22.4–27.1,19.1,12.9,28.3,35.0,45.3,
Chung Yuan Christian University,2022,1001-1200,,https://www.topuniversities.com/universities/chung-yuan-christian-university,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,Public,High,21.0,"1,246",L,727,Chung Yuan Christian University,2022,1001–1200,Chung Yuan Christian University,Taiwan,22.4–27.1,17.1,22.0,26.5,43.7,41.7,
Chungbuk National University,2022,1001-1200,,https://www.topuniversities.com/universities/chungbuk-national-university,South Korea,Cheongju,Asia,https://www.topuniversities.com/sites/default/files/chungbuk-national-university_592560cf2aeae70239af4e98_small.jpg,Public,High,11.0,875,L,"1,324",Chungbuk National University,2022,1201+,Chungbuk National University,South Korea,10.6–22.3,19.7,17.9,19.4,41.0,26.6,
Diponegoro University,2022,1001-1200,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14.0,741,XL,"2,852",Diponegoro University,2022,1201+,Diponegoro University,Indonesia,10.6–22.3,21.6,10.5,11.7,43.4,26.6,
Doshisha University,2022,1001-1200,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20.0,"1,213",L,"1,441",Doshisha University,2022,1201+,Doshisha University,Japan,10.6–22.3,18.7,10.3,5.7,36.0,28.4,
Escuela Politécnica Nacional,2022,1001-1200,,https://www.topuniversities.com/universities/escuela-politecnica-nacional,Ecuador,,Latin America,https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small.jpg,Public,High,15.0,80,M,476,Escuela Politécnica Nacional,2022,1201+,Escuela Politécnica Nacional,Ecuador,10.6–22.3,16.7,9.0,23.3,35.9,52.6,
Feng Chia University,2022,1001-1200,,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,Private,Very High,22.0,"1,425",L,855,Feng Chia University,2022,1201+,Feng Chia University,Taiwan,10.6–22.3,18.6,16.7,14.4,38.8,37.0,
Fu Jen Catholic University,2022,1001-1200,,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,Private,Medium,24.0,"2,059",L,791,Fu Jen Catholic University,2022,1001–1200,Fu Jen Catholic University,Taiwan,22.4–27.1,20.9,22.5,33.0,73.7,30.7,
Glasgow Caledonian University,2022,1001-1200,,https://www.topuniversities.com/universities/glasgow-caledonian-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/glasgow-caledonian-university_1649_small.jpg,Public,High,21.0,"2,753",L,723,Glasgow Caledonian University,2022,601–800,Glasgow Caledonian University,United Kingdom,32.0–37.9,19.2,13.8,61.0,35.3,66.0,
Harper Adams University,2022,1001-1200,,https://www.topuniversities.com/universities/harper-adams-university,United Kingdom,Newport,Europe,https://www.topuniversities.com/sites/default/files/harper-adams-university_592560cf2aeae70239af4d76_small.jpg,Public,High,19.0,297,S,155,Harper Adams University,2022,Reporter,Harper Adams University,United Kingdom,,,,,,,
Ivan Franko National University of Lviv,2022,1001-1200,,https://www.topuniversities.com/universities/ivan-franko-national-university-lviv,Ukraine,Lviv,Europe,https://www.topuniversities.com/sites/default/files/-ivan-franko-national-university-of-lviv_592560cf2aeae70239af5ac2_small.jpg,Public,High,11.0,298,L,"1,774",Ivan Franko National University of Lviv,2022,1201+,Ivan Franko National University of Lviv,Ukraine,10.6–22.3,20.6,8.6,7.5,35.3,31.8,
Jeju National University,2022,1001-1200,,https://www.topuniversities.com/universities/jeju-national-university,South Korea,Jeju City,Asia,https://www.topuniversities.com/sites/default/files/jeju-national-university-_592560cf2aeae70239af4e93_small.jpg,Public,High,12.0,579,M,864,Jeju National University,2022,1201+,Jeju National University,South Korea,10.6–22.3,18.6,15.2,19.2,37.1,23.4,
Kangwon National University,2022,1001-1200,,https://www.topuniversities.com/universities/kangwon-national-university,South Korea,Chuncheon,Asia,https://www.topuniversities.com/sites/default/files/kangwon-national-university-_592560cf2aeae70239af4ead_small.jpg,Public,High,14.0,596,L,"1,582",Kangwon National University,2022,1201+,Kangwon National University,South Korea,10.6–22.3,19.9,18.0,18.5,37.9,22.9,
Kent State University,2022,1001-1200,,https://www.topuniversities.com/universities/kent-state-university,United States,Kent,North America,https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg,Public,Very High,19.0,"1,465",L,"1,252",Kent State University,2022,801–1000,Kent State University,United States,27.2–31.9,23.6,18.3,41.8,35.6,40.2,
Kookmin University,2022,1001-1200,,https://www.topuniversities.com/universities/kookmin-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/kookmin-university_1070_small.jpg,Private,High,12.0,"2,405",L,"1,447",Kookmin University,2022,1201+,Kookmin University,South Korea,10.6–22.3,18.7,11.2,15.4,38.3,32.3,
