qs_2025_rank,qs_2024_rank,qs_institution_name,qs_location,qs_location_full,qs_size,qs_academic_reputation,qs_employer_reputation,qs_faculty_student,qs_citations_per_faculty,qs_international_faculty,qs_international_students,qs_international_research_network,qs_employment_outcomes,qs_sustainability,qs_qs_overall_score,the_rank,the_name,the_scores_overall,the_scores_overall_rank,the_scores_teaching,the_scores_teaching_rank,unnamed_22,the_scores_research,the_scores_citations,the_scores_citations_rank,the_scores_industry_income,the_scores_industry_income_rank,the_scores_international_outlook,the_scores_international_outlook_rank,the_record_type,the_member_level,the_url,the_nid,the_location,the_stats_number_students,the_stats_student_staff_ratio,the_stats_pc_intl_students,the_stats_female_male_ratio,the_aliases,the_subjects_offered,the_closed,the_unaccredited,the_disabled,the_website_url,qs_rank_band,the_rank_band,qs_rank_clean,the_rank_clean,university_name,rank_difference,absolute_rank_difference,qs_rank_category,the_rank_category,ranking_comparison,academic_reputation_score,faculty_student_ratio_score,global_score
1001-1200,1001-1200,Canterbury Christ Church University,UK,United Kingdom,L,5.1,2.2,4.7,3.7,34.5,87.6,17.7,1.3,1.0,-,1001â€“1200,Canterbury Christ Church University,28.3â€“32.6,10290,20.7,1318,13.8,1221,44.6,1130,18.0,1663,59.6,592,master_account,0,/world-university-rankings/canterbury-christ-church-university,131578,United Kingdom,11155,20.1,0.15,"2 days, 20:32:00",Canterbury Christ Church University,"Art, Performing Arts & Design,Chemical Engineering,Education,Economics & Econometrics,Accounting & Finance,Veterinary Science,History, Philosophy & Theology,Biological Sciences,General Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geography,Mechanical & Aerospace Engineering,Computer Science,Medicine & Dentistry,Law,Languages, Literature & Linguistics,Communication & Media Studies,Archaeology,Psychology,Business & Management,Sport Science,Other Health,Sociology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-56524491,1001-1200,1001â€“1200,1100.5,161.0,Canterbury Christ Church University,26.0,84.5,Above 500,Unknown,Unavailable,5.1,4.7,10.18
1001-1200,1001-1200,Chung Yuan Christian University,TW,Taiwan,L,6.3,5.3,4.3,15.6,3.9,6.7,15.1,22.4,7.9,-,1001â€“1200,Chung Yuan Christian University,28.3â€“32.6,10340,18.1,1539,24.4,632,39.0,1239,62.6,601,41.2,1073,master_account,0,/world-university-rankings/chung-yuan-christian-university,935,Taiwan,15939,33.5,0.07,"1 day, 22:54:00",Chung Yuan Christian University,"Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Architecture,Psychology,Chemistry,Business & Management,Art, Performing Arts & Design,General Engineering,Accounting & Finance,Biological Sciences,Electrical & Electronic Engineering,Law,Computer Science,Education,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False,,1001-1200,1001â€“1200,1100.5,161.0,Chung Yuan Christian University,26.0,84.5,Above 500,Unknown,Unavailable,6.3,4.3,9.03
1001-1200,1001-1200,Chungbuk National University,KR,South Korea,M,3.8,2.7,34.1,10.3,10.5,7.7,27.4,1.7,15.4,-,1201â€“1500,Chungbuk National University,22.8â€“28.2,12460,26.5,908,21.2,759,29.9,1444,50.6,799,29.6,1511,master_account,6,/world-university-rankings/chungbuk-national-university,623469,South Korea,17075,14.0,0.05,"1 day, 20:56:00",Chungbuk National University CBNU,"Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Sociology,Psychology,Architecture,Art, Performing Arts & Design,Economics & Econometrics,Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Accounting & Finance,Geography,Biological Sciences,Civil Engineering,Education,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Physics & Astronomy,General Engineering,Computer Science,Archaeology,Veterinary Science,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Chungbuk National University,26.0,84.5,Above 500,Unknown,Unavailable,3.8,34.1,10.15
1001-1200,1001-1200,EGE UNIVERSITY,TR,Turkey,L,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-,1201â€“1500,Ege University,22.8â€“28.2,12590,32.7,558,16.7,990,30.4,1431,63.4,579,25.7,1673,master_account,0,/world-university-rankings/ege-university,623316,Turkey,31178,20.3,0.04,"2 days, 6:46:00",Ege University,"Business & Management,Chemical Engineering,Agriculture & Forestry,Electrical & Electronic Engineering,History, Philosophy & Theology,Other Health,Mathematics & Statistics,Accounting & Finance,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Archaeology,Biological Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,Education,Communication & Media Studies,General Engineering,Languages, Literature & Linguistics,Sport Science,Medicine & Dentistry,Psychology,Physics & Astronomy,Geography,Civil Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,EGE UNIVERSITY,26.0,84.5,Above 500,Unknown,Unavailable,10.0,15.8,11.32
1001-1200,1001-1200,Escuela Superior PolitÃ©cnica del Litoral (ESPOL),EC,Ecuador,M,14.3,8.4,22.4,2.6,12.0,1.6,27.5,8.6,22.7,-,1201â€“1500,Escuela Superior PolitÃ©cnica del Litoral,22.8â€“28.2,12630,20.4,1342,9.5,1710,32.3,1392,18.3,1641,56.4,655,master_account,0,/world-university-rankings/escuela-superior-politecnica-del-litoral,624540,Ecuador,10271,10.4,0.01,39 : 61,Escuela Superior PolitÃ©cnica del Litoral,"Communication & Media Studies,General Engineering,Biological Sciences,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Economics & Econometrics,Archaeology,Agriculture & Forestry,Computer Science,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Escuela Superior PolitÃ©cnica del Litoral (ESPOL),26.0,84.5,Above 500,Unknown,Unavailable,14.3,22.4,11.93
1001-1200,951-1000,George Mason University,US,United States,XL,8.8,4.8,12.4,9.2,10.0,15.3,60.9,11.9,22.5,-,401â€“500,George Mason University,45.4â€“49.0,4310,29.7,704,27.5,527,82.7,265,62.0,613,59.9,585,public,0,/world-university-rankings/george-mason-university,778,United States,32959,18.3,0.11,"2 days, 5:47:00",George Mason University,"Languages, Literature & Linguistics,Civil Engineering,Education,Other Health,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Physics & Astronomy,Accounting & Finance,Sport Science,Psychology,Mathematics & Statistics,Law,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography",False,False,False,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-27260358,1001-1200,401â€“500,1100.5,161.0,George Mason University,26.0,84.5,Above 500,Unknown,Unavailable,8.8,12.4,12.47
1001-1200,951-1000,Gifu University,JP,Japan,M,6.6,2.3,57.9,7.6,4.3,3.3,20.6,1.8,3.1,-,1001â€“1200,Gifu University,28.3â€“32.6,10640,30.6,658,23.2,677,29.5,1456,65.9,531,29.5,1517,master_account,0,/world-university-rankings/gifu-university,131324,Japan,7134,14.6,0.04,38 : 62,Gifu University,"Electrical & Electronic Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Economics & Econometrics,General Engineering,Civil Engineering,Sociology,Education,Chemical Engineering,Other Health,Veterinary Science,Medicine & Dentistry,Business & Management,Biological Sciences",False,False,False,,1001-1200,1001â€“1200,1100.5,161.0,Gifu University,26.0,84.5,Above 500,Unknown,Unavailable,6.6,57.9,11.29
1001-1200,1001-1200,Glasgow Caledonian University,UK,United Kingdom,L,5.2,5.4,4.3,6.3,30.1,34.9,37.2,6.8,23.5,-,601â€“800,Glasgow Caledonian University,37.0â€“41.8,6580,20.7,1319,13.9,1209,66.7,630,46.1,877,75.6,318,master_account,0,/world-university-rankings/glasgow-caledonian-university,131275,United Kingdom,14840,24.1,0.18,"2 days, 10:42:00",Glasgow Caledonian University,"Other Health,Economics & Econometrics,Civil Engineering,Electrical & Electronic Engineering,Psychology,Computer Science,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Biological Sciences,General Engineering,Business & Management,Law,Politics & International Studies (incl Development Studies),Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/into-university-partnerships?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-01901723,1001-1200,601â€“800,1100.5,161.0,Glasgow Caledonian University,26.0,84.5,Above 500,Unknown,Unavailable,5.2,4.3,10.69
1001-1200,951-1000,Gunma University,JP,Japan,M,3.5,1.9,85.8,4.7,4.0,3.2,8.7,1.9,1.0,-,1201â€“1500,Gunma University,22.8â€“28.2,12910,28.6,766,14.2,1187,20.7,1664,57.4,695,26.7,1630,master_account,0,/world-university-rankings/gunma-university,589373,Japan,6248,7.6,0.04,37 : 63,Gunma University,"Computer Science,Medicine & Dentistry,General Engineering,Other Health,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Communication & Media Studies,Education,Chemical Engineering,Civil Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Gunma University,26.0,84.5,Above 500,Unknown,Unavailable,3.5,85.8,11.8
1001-1200,1001-1200,Nanjing Normal University,CN,China (Mainland),XL,5.0,1.8,15.8,26.8,,4.2,53.3,4.4,2.9,-,801â€“1000,Nanjing Normal University,32.7â€“36.9,9300,25.1,992,15.1,1114,66.5,636,50.7,798,29.8,1502,master_account,0,/world-university-rankings/nanjing-normal-university,587616,China,32700,13.5,0.02,"2 days, 21:31:00",Nanjing Normal University,"Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Chemical Engineering,Sociology,Agriculture & Forestry,Geography,Biological Sciences,Law,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Sport Science,Education,Archaeology,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Physics & Astronomy",False,False,False,,1001-1200,801â€“1000,1100.5,161.0,Nanjing Normal University,26.0,84.5,Above 500,Unknown,Unavailable,5.0,15.8,11.95
1001-1200,1001-1200,Howard University,US,United States,M,7.0,9.2,38.9,3.0,1.1,4.1,31.9,18.8,1.1,-,801â€“1000,Howard University,32.7â€“36.9,8730,48.0,160,18.8,874,41.6,1192,39.8,982,39.3,1140,private,0,/world-university-rankings/howard-university,131587,United States,10199,9.7,0.05,"2 days, 23:29:00",Howard University,"Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Chemistry,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Chemical Engineering,Biological Sciences,Computer Science,Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-58251672,1001-1200,801â€“1000,1100.5,161.0,Howard University,26.0,84.5,Above 500,Unknown,Unavailable,7.0,38.9,10.82
1001-1200,1001-1200,Hungarian University of Agriculture and Life Sciences,HU,Hungary,M,6.0,4.9,30.4,3.2,2.2,29.2,53.5,3.6,1.3,-,1201â€“1500,Hungarian University of Agriculture and Life Sciences,22.8â€“28.2,13020,25.8,950,11.6,1453,32.5,1390,23.0,1401,62.3,536,master_account,0,/world-university-rankings/hungarian-university-agriculture-and-life-sciences,715198,Hungary,10252,11.6,0.16,"2 days, 5:47:00",Hungarian University of Agriculture and Life Sciences,"General Engineering,Biological Sciences,Agriculture & Forestry,Computer Science,Economics & Econometrics,Accounting & Finance,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Education,Business & Management",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Hungarian University of Agriculture and Life Sciences,26.0,84.5,Above 500,Unknown,Unavailable,6.0,30.4,10.7
1001-1200,1001-1200,International Christian University,JP,Japan,S,5.2,11.5,19.4,1.5,76.3,4.5,10.1,12.0,,-,Reporter,International Christian University,,1000327,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/international-christian-university,589214,Japan,2823,12.1,0.13,,International Christian University,"Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Education,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Business & Management,Physics & Astronomy,Sociology,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Art, Performing Arts & Design,Law,Geology, Environmental, Earth & Marine Sciences",False,False,False,,1001-1200,Reporter,1100.5,161.0,International Christian University,26.0,84.5,Above 500,Unknown,Unavailable,5.2,19.4,10.67
1001-1200,1201-1400,International Islamic University Islamabad (IIU),PK,Pakistan,L,7.0,10.7,3.5,8.0,4.2,6.1,50.3,4.3,1.1,-,801â€“1000,"International Islamic University, Islamabad",32.7â€“36.9,8820,17.3,1608,11.2,1500,72.7,490,17.6,1692,60.0,583,master_account,0,/world-university-rankings/international-islamic-university-islamabad,625050,Pakistan,23650,21.8,0.07,"2 days, 6:46:00","International Islamic University, Islamabad","Mathematics & Statistics,Business & Management,Computer Science,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Law,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Psychology,History, Philosophy & Theology,Chemistry,Economics & Econometrics,Architecture,Electrical & Electronic Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences",False,False,False,,1001-1200,801â€“1000,1100.5,161.0,International Islamic University Islamabad (IIU),26.0,84.5,Above 500,Unknown,Unavailable,7.0,3.5,8.95
1001-1200,951-1000,Islamic University of Madinah,SA,Saudi Arabia,L,5.5,1.9,6.6,1.5,36.3,100.0,10.3,2.1,1.0,-,Reporter,Islamic University of Madinah,,1000339,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/islamic-university-madinah,718628,Saudi Arabia,10104,8.4,0.7,0.19236111111111112,Islamic University of Madinah,"Computer Science,Sociology,Chemical Engineering,Communication & Media Studies,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Law,Civil Engineering,Languages, Literature & Linguistics,Chemistry,General Engineering,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Physics & Astronomy",False,False,False,,1001-1200,Reporter,1100.5,161.0,Islamic University of Madinah,26.0,84.5,Above 500,Unknown,Unavailable,5.5,6.6,10.38
1001-1200,1001-1200,Jiangnan University,CN,China (Mainland),L,4.4,3.3,20.0,26.7,,,44.4,1.4,1.2,-,801â€“1000,Jiangnan University,32.7â€“36.9,8920,24.7,1027,22.4,716,60.2,771,76.6,308,24.0,1742,master_account,11,/world-university-rankings/jiangnan-university,624168,China,31018,12.9,0.01,,Jiangnan University Jiangnan Jiangnan University  Wuxi China,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Sociology,Chemical Engineering,Other Health,Law,Business & Management,Civil Engineering,Education,Electrical & Electronic Engineering,Biological Sciences,Agriculture & Forestry,General Engineering,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False,False,,1001-1200,801â€“1000,1100.5,161.0,Jiangnan University,26.0,84.5,Above 500,Unknown,Unavailable,4.4,20.0,11.5
1001-1200,1001-1200,Kagoshima University,JP,Japan,M,6.1,2.9,63.6,3.5,3.8,2.8,26.6,1.7,1.0,-,1201â€“1500,Kagoshima University,22.8â€“28.2,13220,25.7,958,13.5,1252,24.0,1584,55.2,721,27.7,1590,master_account,0,/world-university-rankings/kagoshima-university,609282,Japan,10257,10.1,0.03,38 : 62,Kagoshima University,"Medicine & Dentistry,Mathematics & Statistics,Education,Archaeology,Biological Sciences,Business & Management,Other Health,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Veterinary Science,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Geography,Languages, Literature & Linguistics,Agriculture & Forestry,Psychology,Architecture,Chemical Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Computer Science,Sociology,Civil Engineering,Communication & Media Studies",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Kagoshima University,26.0,84.5,Above 500,Unknown,Unavailable,6.1,63.6,11.12
1001-1200,1001-1200,Kangwon National University,KR,South Korea,L,4.8,4.7,22.2,8.2,4.7,2.6,27.6,2.8,34.5,-,1201â€“1500,Kangwon National University,22.8â€“28.2,13230,22.0,1227,21.9,735,32.4,1391,47.4,855,24.1,1735,master_account,11,/world-university-rankings/kangwon-national-university,623622,South Korea,21920,21.6,0.03,"1 day, 17:59:00",Kangwon National University Kangwon KNU Korea,"Chemical Engineering,Sociology,General Engineering,Chemistry,Other Health,Veterinary Science,Psychology,Architecture,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Law,Medicine & Dentistry,Sport Science,Education,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies)",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Kangwon National University,26.0,84.5,Above 500,Unknown,Unavailable,4.8,22.2,9.62
1001-1200,1001-1200,Kazakh-British Technical University,KZ,Kazakhstan,M,14.4,28.2,16.1,1.5,6.0,2.5,13.8,3.4,1.2,-,Reporter,Kazakh-British Technical University,,1000368,,0,,0,,0,,0,,0,master_account,6,/world-university-rankings/kazakh-british-technical-university-kbtu,131661,Kazakhstan,5178,27.6,0.02,36 : 64,Kazakh-British Technical University,"Business & Management,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Economics & Econometrics,General Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,False,False,,1001-1200,Reporter,1100.5,161.0,Kazakh-British Technical University,26.0,84.5,Above 500,Unknown,Unavailable,14.4,16.1,11.81
1001-1200,1001-1200,Leeds Beckett University,UK,United Kingdom,L,4.5,5.9,3.8,7.5,39.1,27.4,24.8,8.5,1.5,-,801â€“1000,Leeds Beckett University,32.7â€“36.9,9110,17.7,1581,16.2,1033,65.0,673,49.9,809,67.3,440,master_account,0,/world-university-rankings/leeds-beckett-university,131802,United Kingdom,20360,21.9,0.15,"2 days, 6:46:00",Leeds Beckett University Leeds  United Kingdom UK,"Psychology,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Geography,General Engineering,Education,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Sociology,Architecture,Law,Other Health,Politics & International Studies (incl Development Studies),Civil Engineering,Business & Management,Languages, Literature & Linguistics,Sport Science,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-96771323,1001-1200,801â€“1000,1100.5,161.0,Leeds Beckett University,26.0,84.5,Above 500,Unknown,Unavailable,4.5,3.8,9.18
1001-1200,1001-1200,Lodz University of Technology,PL,Poland,M,5.0,3.4,46.2,8.9,3.3,4.0,50.7,3.2,4.0,-,1201â€“1500,Lodz University of Technology,22.8â€“28.2,13370,21.2,1287,15.7,1072,34.4,1340,66.9,504,29.8,1501,master_account,0,/world-university-rankings/lodz-university-technology,612135,Poland,11706,13.1,0.05,39 : 61,Lodz University of Technology,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Business & Management,Computer Science,Mathematics & Statistics,General Engineering,Chemistry,Physics & Astronomy,Biological Sciences,Electrical & Electronic Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Lodz University of Technology,26.0,84.5,Above 500,Unknown,Unavailable,5.0,46.2,11.67
1001-1200,901-950,London Metropolitan University,UK,United Kingdom,M,5.0,3.0,3.8,3.3,59.5,100.0,16.1,13.5,1.0,-,Reporter,London Metropolitan University,,1000431,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/london-metropolitan-university,131611,United Kingdom,10065,25.5,0.5,"2 days, 17:35:00",London Metropolitan University,"Business & Management,Mathematics & Statistics,Sport Science,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Economics & Econometrics,Biological Sciences,Psychology,Art, Performing Arts & Design,Computer Science,Other Health,Chemistry,Education,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-63247334,1001-1200,Reporter,1100.5,161.0,London Metropolitan University,26.0,84.5,Above 500,Unknown,Unavailable,5.0,3.8,12.5
1001-1200,951-1000,Lviv Polytechnic National University,UA,Ukraine,L,8.4,13.5,28.4,1.9,1.4,1.2,18.9,15.2,11.5,-,601â€“800,Lviv Polytechnic National University,37.0â€“41.8,7010,22.9,1157,11.3,1489,34.2,1345,18.8,1603,27.1,1610,master_account,0,/world-university-rankings/national-university-lviv-polytechnic,131716,Ukraine,22580,11.9,0.01,"1 day, 17:59:00",Lviv Polytechnic National University,"Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,General Engineering,Law,Education,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Sociology,Computer Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Business & Management",False,False,False,,1001-1200,601â€“800,1100.5,161.0,Lviv Polytechnic National University,26.0,84.5,Above 500,Unknown,Unavailable,8.4,28.4,10.17
1001-1200,1201-1400,Marmara University,TR,Turkey,XL,8.1,11.4,4.4,2.4,2.9,4.2,45.3,23.9,2.7,-,1501+,Marmara University,9.7â€“22.7,17160,17.0,1625,11.7,1440,31.9,1402,26.9,1262,30.7,1472,master_account,0,/world-university-rankings/marmara-university,589181,Turkey,62991,30.6,0.05,"2 days, 3:49:00",Marmara University,"General Engineering,Chemical Engineering,Languages, Literature & Linguistics,Geography,Mechanical & Aerospace Engineering,Medicine & Dentistry,Business & Management,Other Health,Architecture,Art, Performing Arts & Design,Psychology,Electrical & Electronic Engineering,Sport Science,Sociology,Economics & Econometrics,Communication & Media Studies,Physics & Astronomy,Accounting & Finance,Education,Biological Sciences,Law,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,False,,1001-1200,1501+,1100.5,1501.0,Marmara University,400.5,400.5,Above 500,Above 500,QS Higher,8.1,4.4,9.01
1001-1200,1001-1200,Mississippi State University,US,United States,L,6.2,3.6,7.4,17.4,8.9,3.1,50.6,7.1,4.5,-,601â€“800,Mississippi State University,37.0â€“41.8,7120,27.3,861,20.0,813,58.8,804,66.2,522,50.7,781,public,0,/world-university-rankings/mississippi-state-university,593198,United States,21181,14.6,0.04,"2 days, 5:47:00",Mississippi State University,"Education,Mechanical & Aerospace Engineering,Sport Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Accounting & Finance,Veterinary Science,Electrical & Electronic Engineering,Architecture,Art, Performing Arts & Design,Chemistry,Sociology,Agriculture & Forestry,Other Health,Mathematics & Statistics,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Psychology,General Engineering,Computer Science,Physics & Astronomy,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-54461282,1001-1200,601â€“800,1100.5,161.0,Mississippi State University,26.0,84.5,Above 500,Unknown,Unavailable,6.2,7.4,10.33
1001-1200,1001-1200,Mustansiriyah University,IQ,Iraq,XL,5.0,8.4,51.2,1.3,35.7,3.6,14.0,4.2,1.1,-,1501+,Mustansiriyah University,9.7â€“22.7,17380,25.3,981,8.4,1857,16.0,1744,19.1,1582,32.5,1403,master_account,0,/world-university-rankings/mustansiriyah-university,634671,Iraq,30964,6.5,0.01,"2 days, 4:48:00",Mustansiriyah University,"Computer Science,Veterinary Science,Education,Medicine & Dentistry,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Psychology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Law,Accounting & Finance,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,General Engineering,Chemistry,Architecture,Sport Science,Sociology",False,False,False,,1001-1200,1501+,1100.5,1501.0,Mustansiriyah University,400.5,400.5,Above 500,Above 500,QS Higher,5.0,51.2,11.07
1001-1200,1001-1200,Mutah University,JO,Jordan,M,9.1,11.0,11.0,1.8,10.1,32.5,25.7,7.3,1.6,-,1201â€“1500,Mutah University,22.8â€“28.2,13600,29.7,705,11.5,1467,27.6,1503,20.9,1486,61.2,557,master_account,0,/world-university-rankings/mutah-university,661172,Jordan,11348,15.5,0.18,"1 day, 20:56:00",Mutah University,"Art, Performing Arts & Design,Sociology,Architecture,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,General Engineering,Chemistry,Law,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,Other Health,Chemical Engineering,Geography,Physics & Astronomy,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Civil Engineering,Psychology,History, Philosophy & Theology,Computer Science,Business & Management",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Mutah University,26.0,84.5,Above 500,Unknown,Unavailable,9.1,11.0,9.7
1001-1200,1201-1400,Narxoz University,KZ,Kazakhstan,M,9.6,7.5,12.9,1.3,14.9,6.2,1.0,60.3,1.4,-,Reporter,Narxoz University,,1000487,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/narxoz-university,622500,Kazakhstan,3187,13.0,0.02,"2 days, 11:41:00",Narxoz University,"Computer Science,Agriculture & Forestry,Mathematics & Statistics,Sociology,Psychology,Business & Management,Law,Accounting & Finance,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False,False,,1001-1200,Reporter,1100.5,161.0,Narxoz University,26.0,84.5,Above 500,Unknown,Unavailable,9.6,12.9,9.74
